sl no,Detection Name,Category,TTP,Severity
1,Antivirus - Exploitation Framework Signature,category,"T1203, T1219.002",critical
2,Antivirus - Hacktool Signature,category,T1204,high
3,Antivirus - Password Dumper Signature,category,"T1003, T1558, T1003.001, T1003.002",critical
4,Antivirus - Ransomware Signature,category,T1486,critical
5,Antivirus - Relevant File Paths Alerts Signature,category,T1588,high
6,Antivirus - Remote Access Tools Signature,category,"T1203, T1219.002",critical
7,Antivirus - Web Shell Detection Signature,category,T1505.003,high
8,Suspicious SQL Query,category,"T1190, T1505.001",medium
9,Account Created And Deleted Within A Close Time Frame,cloud,T1078,high
10,Account Disabled or Blocked for Sign in Attempts,cloud,T1078.004,medium
11,Account Lockout,cloud,T1110,medium
12,Activity From Anonymous IP Address,cloud,T1078,high
13,Activity from Anonymous IP Addresses,cloud,T1573,medium
14,Activity from Infrequent Country,cloud,T1573,medium
15,Activity from Suspicious IP Addresses,cloud,T1573,medium
16,Activity Performed by Terminated User,cloud,,medium
17,Added Credentials to Existing Application,cloud,T1098.001,high
18,Added Owner To Application,cloud,T1552,medium
19,Anomalous Token,cloud,T1528,high
20,Anomalous User Activity,cloud,T1098,high
21,Anonymous IP Address,cloud,T1528,high
22,App Assigned To Azure RBAC/Microsoft Entra Role,cloud,T1098.003,medium
23,App Granted Microsoft Permissions,cloud,T1528,high
24,App Granted Privileged Delegated Or App Permissions,cloud,T1098.003,high
25,Application AppID Uri Configuration Changes,cloud,"T1552, T1078.004",high
26,Application URI Configuration Changes,cloud,"T1528, T1078.004",high
27,Application Using Device Code Authentication Flow,cloud,T1078,medium
28,Applications That Are Using ROPC Authentication Flow,cloud,T1078,medium
29,Atypical Travel,cloud,T1078,high
30,AWS Bedrock Guardrail Deleted,cloud,T1685,medium
31,AWS Bedrock Guardrail Updated,cloud,T1685,medium
32,AWS Bucket Deleted,cloud,,medium
33,AWS CloudTrail Important Change,cloud,T1685.002,medium
34,AWS Config Disabling Channel/Recorder,cloud,T1685.002,high
35,AWS Console GetSigninToken Potential Abuse,cloud,"T1021.007, T1550.001",medium
36,AWS ConsoleLogin Failed Authentication,cloud,T1110,medium
37,AWS EC2 Disable EBS Encryption,cloud,"T1486, T1565",medium
38,AWS EC2 Startup Shell Script Change,cloud,"T1059.001, T1059.003, T1059.004",high
39,AWS EC2 VM Export Failure,cloud,"T1005, T1537",low
40,AWS ECS Task Definition That Queries The Credential Endpoint,cloud,T1525,medium
41,AWS EFS Fileshare Modified or Deleted,cloud,,medium
42,AWS EFS Fileshare Mount Modified or Deleted,cloud,T1485,medium
43,AWS EKS Cluster Created or Deleted,cloud,T1485,low
44,AWS ElastiCache Security Group Created,cloud,"T1136, T1136.003",low
45,AWS ElastiCache Security Group Modified or Deleted,cloud,T1531,low
46,AWS EnableRegion Command Monitoring,cloud,,medium
47,AWS Glue Development Endpoint Activity,cloud,,low
48,AWS GuardDuty Detector Deleted Or Updated,cloud,"T1685, T1685.002",high
49,AWS GuardDuty Important Change,cloud,T1685,high
50,AWS IAM Backdoor Users Keys,cloud,T1098,medium
51,AWS IAM S3Browser LoginProfile Creation,cloud,"T1059.009, T1078.004",high
52,AWS IAM S3Browser Templated S3 Bucket Policy Creation,cloud,"T1059.009, T1078.004",high
53,AWS IAM S3Browser User or AccessKey Creation,cloud,"T1059.009, T1078.004",high
54,AWS Identity Center Identity Provider Change,cloud,T1556,high
55,AWS Key Pair Import Activity,cloud,T1078,medium
56,AWS KMS Imported Key Material Usage,cloud,"T1486, T1608.003",high
57,AWS New Lambda Layer Attached,cloud,,low
58,AWS RDS Master Password Change,cloud,T1020,medium
59,AWS Root Credentials,cloud,T1078.004,medium
60,AWS Route 53 Domain Transfer Lock Disabled,cloud,T1098,low
61,AWS Route 53 Domain Transferred to Another Account,cloud,T1098,low
62,AWS S3 Bucket Versioning Disable,cloud,T1490,medium
63,AWS S3 Data Management Tampering,cloud,T1537,low
64,AWS SAML Provider Deletion Activity,cloud,"T1078.004, T1531",medium
65,AWS SecurityHub Findings Evasion,cloud,T1685,high
66,AWS Snapshot Backup Exfiltration,cloud,T1537,medium
67,AWS STS AssumeRole Misuse,cloud,"T1548, T1550, T1550.001",low
68,AWS STS GetCallerIdentity Enumeration Via TruffleHog,cloud,T1087.004,medium
69,AWS STS GetSessionToken Misuse,cloud,"T1548, T1550, T1550.001",low
70,AWS Successful Console Login Without MFA,cloud,T1078.004,medium
71,AWS Suspicious SAML Activity,cloud,"T1078, T1548, T1550, T1550.001",medium
72,AWS User Login Profile Was Modified,cloud,T1098,high
73,AWS VPC Flow Logs Deleted,cloud,,high
74,Azure Active Directory Hybrid Health AD FS New Server,cloud,T1578,medium
75,Azure Active Directory Hybrid Health AD FS Service Delete,cloud,T1578.003,medium
76,Azure AD Account Credential Leaked,cloud,T1589,high
77,Azure AD Only Single Factor Authentication Required,cloud,"T1078.004, T1556.006",low
78,Azure AD Threat Intelligence,cloud,T1078,high
79,Azure Application Deleted,cloud,T1489,medium
80,Azure Application Gateway Modified or Deleted,cloud,,medium
81,Azure Application Security Group Modified or Deleted,cloud,,medium
82,Azure Container Registry Created or Deleted,cloud,"T1485, T1496, T1489",low
83,Azure Device No Longer Managed or Compliant,cloud,,medium
84,Azure Device or Configuration Modified or Deleted,cloud,"T1485, T1565.001",medium
85,Azure DNS Zone Modified or Deleted,cloud,T1565.001,medium
86,Azure Domain Federation Settings Modified,cloud,T1078,medium
87,Azure Firewall Modified or Deleted,cloud,T1686.001,medium
88,Azure Firewall Rule Collection Modified or Deleted,cloud,T1686.001,medium
89,Azure Firewall Rule Configuration Modified or Deleted,cloud,,medium
90,Azure Key Vault Modified or Deleted,cloud,"T1552, T1552.001",medium
91,Azure Keyvault Key Modified or Deleted,cloud,"T1552, T1552.001",medium
92,Azure Keyvault Secrets Modified or Deleted,cloud,"T1552, T1552.001",medium
93,Azure Kubernetes Admission Controller,cloud,"T1078, T1552, T1552.007",medium
94,Azure Kubernetes Cluster Created or Deleted,cloud,"T1485, T1496, T1489",low
95,Azure Kubernetes CronJob,cloud,T1053.003,medium
96,Azure Kubernetes Events Deleted,cloud,T1685,medium
97,Azure Kubernetes Network Policy Change,cloud,"T1485, T1496, T1489",medium
98,Azure Kubernetes Pods Deleted,cloud,,medium
99,Azure Kubernetes RoleBinding/ClusterRoleBinding Modified and Deleted,cloud,"T1485, T1496, T1489",medium
100,Azure Kubernetes Secret or Config Object Access,cloud,"T1485, T1496, T1489",medium
101,Azure Kubernetes Sensitive Role Access,cloud,"T1485, T1496, T1489",medium
102,Azure Kubernetes Service Account Modified or Deleted,cloud,"T1531, T1485, T1496, T1489",medium
103,Azure Login Bypassing Conditional Access Policies,cloud,T1078,high
104,Azure Network Firewall Policy Modified or Deleted,cloud,T1686.001,medium
105,Azure Network Security Configuration Modified or Deleted,cloud,,medium
106,Azure New CloudShell Created,cloud,T1059,medium
107,Azure Owner Removed From Application or Service Principal,cloud,,medium
108,Azure Point-to-site VPN Modified or Deleted,cloud,,medium
109,Azure Service Principal Created,cloud,,medium
110,Azure Service Principal Removed,cloud,,medium
111,Azure Subscription Permission Elevation Via ActivityLogs,cloud,T1078.004,high
112,Azure Subscription Permission Elevation Via AuditLogs,cloud,T1078,high
113,Azure Suppression Rule Created,cloud,,medium
114,Azure Unusual Authentication Interruption,cloud,T1078,medium
115,Azure Virtual Network Device Modified or Deleted,cloud,,medium
116,Azure Virtual Network Modified or Deleted,cloud,,medium
117,Azure VPN Connection Modified or Deleted,cloud,,medium
118,Bitlocker Key Retrieval,cloud,T1078.004,medium
119,Bulk Deletion Changes To Privileged Account Permissions,cloud,T1098,high
120,CA Policy Removed by Non Approved Actor,cloud,"T1548, T1556",medium
121,CA Policy Updated by Non Approved Actor,cloud,"T1548, T1556",medium
122,Certificate-Based Authentication Enabled,cloud,T1556,medium
123,Change to Authentication Method,cloud,"T1556, T1098",medium
124,Changes to Device Registration Policy,cloud,T1484,high
125,Changes To PIM Settings,cloud,T1078.004,high
126,Data Exfiltration to Unsanctioned Apps,cloud,T1537,medium
127,Delegated Permissions Granted For All Users,cloud,T1528,high
128,Device Registration or Join Without MFA,cloud,T1078.004,medium
129,Disabled MFA to Bypass Authentication Mechanisms,cloud,T1556,medium
130,Disabling Multi Factor Authentication,cloud,T1556.006,high
131,Discovery Using AzureHound,cloud,"T1087.004, T1526",high
132,End User Consent,cloud,T1528,low
133,End User Consent Blocked,cloud,T1528,medium
134,GCP Access Policy Deleted,cloud,T1098,medium
135,GCP Break-glass Container Workload Deployed,cloud,T1548,medium
136,Google Cloud DNS Zone Modified or Deleted,cloud,,medium
137,Google Cloud Firewall Modified or Deleted,cloud,T1685,medium
138,Google Cloud Kubernetes Admission Controller,cloud,"T1078, T1552, T1552.007",medium
139,Google Cloud Kubernetes CronJob,cloud,,medium
140,Google Cloud Kubernetes RoleBinding,cloud,,medium
141,Google Cloud Kubernetes Secrets Modified or Deleted,cloud,,medium
142,Google Cloud Re-identifies Sensitive Information,cloud,T1565,medium
143,Google Cloud Service Account Disabled or Deleted,cloud,T1531,medium
144,Google Cloud Service Account Modified,cloud,,medium
145,Google Cloud SQL Database Modified or Deleted,cloud,,medium
146,Google Cloud Storage Buckets Enumeration,cloud,,low
147,Google Cloud Storage Buckets Modified or Deleted,cloud,,medium
148,Google Cloud VPN Tunnel Modified or Deleted,cloud,,medium
149,Google Full Network Traffic Packet Capture,cloud,T1074,medium
150,Google Workspace Application Access Level Modified,cloud,T1098.003,medium
151,Google Workspace Application Removed,cloud,,medium
152,Google Workspace Government Attack Warning,cloud,T1078,medium
153,Google Workspace Granted Domain API Access,cloud,T1098,medium
154,Google Workspace MFA Disabled,cloud,,medium
155,Google Workspace Out Of Domain Email Forwarding,cloud,T1114.003,medium
156,Google Workspace Role Modified or Deleted,cloud,,medium
157,Google Workspace Role Privilege Deleted,cloud,,medium
158,Google Workspace User Granted Admin Privileges,cloud,T1098,medium
159,Granting Of Permissions To An Account,cloud,T1098.003,medium
160,Guest User Invited By Non Approved Inviters,cloud,T1078.004,medium
161,Impossible Travel,cloud,T1078,high
162,Ingress/Egress Security Group Modification,cloud,T1190,medium
163,Invalid PIM License,cloud,T1078,high
164,LoadBalancer Security Group Modification,cloud,T1190,medium
165,Login to Disabled Account,cloud,T1078.004,medium
166,Logon from a Risky IP Address,cloud,T1078,medium
167,Malicious IP Address Sign-In Failure Rate,cloud,T1090,high
168,Malicious IP Address Sign-In Suspicious,cloud,T1090,high
169,Malicious Usage Of IMDS Credentials Outside Of AWS Infrastructure,cloud,"T1078, T1078.002",high
170,Microsoft 365 - Impossible Travel Activity,cloud,T1078,medium
171,Microsoft 365 - Potential Ransomware Activity,cloud,T1486,medium
172,Microsoft 365 - Unusual Volume of File Deletion,cloud,T1485,medium
173,Microsoft 365 - User Restricted from Sending Email,cloud,T1199,medium
174,Modification or Deletion of an AWS RDS Cluster,cloud,T1020,high
175,Multi Factor Authentication Disabled For User Account,cloud,,medium
176,Multifactor Authentication Denied,cloud,"T1078.004, T1110, T1621",medium
177,Multifactor Authentication Interrupted,cloud,"T1078.004, T1110, T1621",medium
178,New AWS Lambda Function URL Configuration Created,cloud,,medium
179,New CA Policy by Non-approved Actor,cloud,T1548,medium
180,New Country,cloud,T1078,high
181,New Federated Domain Added,cloud,T1484.002,medium
182,New Federated Domain Added - Exchange,cloud,T1136.003,medium
183,New Network ACL Entry Added,cloud,T1686.001,low
184,New Network Route Added,cloud,T1686.001,medium
185,New Root Certificate Authority Added,cloud,T1556,medium
186,Number Of Resource Creation Or Deployment Activities,cloud,T1098,medium
187,Password Reset By User Account,cloud,T1078.004,medium
188,Password Spray Activity,cloud,T1110,high
189,PIM Alert Setting Changes To Disabled,cloud,T1078,high
190,PIM Approvals And Deny Elevation,cloud,T1078.004,high
191,Potential Bucket Enumeration on AWS,cloud,"T1580, T1619",low
192,Potential Malicious Usage of CloudTrail System Manager,cloud,"T1566, T1566.002",high
193,Potential MFA Bypass Using Legacy Client Authentication,cloud,"T1078.004, T1110",high
194,Primary Refresh Token Access Attempt,cloud,T1528,high
195,Privileged Account Creation,cloud,T1078.004,medium
196,PST Export Alert Using eDiscovery Alert,cloud,T1114,medium
197,PST Export Alert Using New-ComplianceSearchAction,cloud,T1114,medium
198,PUA - AWS TruffleHog Execution,cloud,"T1555, T1003",medium
199,Rare Subscription-level Operations In Azure,cloud,T1003,medium
200,RDS Database Security Group Modification,cloud,T1190,medium
201,Restore Public AWS RDS Instance,cloud,T1020,high
202,Roles Activated Too Frequently,cloud,T1078,high
203,Roles Activation Doesn't Require MFA,cloud,T1078,high
204,Roles Are Not Being Used,cloud,T1078,high
205,Roles Assigned Outside PIM,cloud,T1078,high
206,SAML Token Issuer Anomaly,cloud,T1606,high
207,SES Identity Has Been Deleted,cloud,T1070,medium
208,Sign-in Failure Due to Conditional Access Requirements Not Met,cloud,"T1110, T1078.004",high
209,Sign-In From Malware Infected IP,cloud,T1090,high
210,Sign-ins by Unknown Devices,cloud,T1078.004,low
211,Sign-ins from Non-Compliant Devices,cloud,T1078.004,high
212,Stale Accounts In A Privileged Role,cloud,T1078,high
213,Suspicious Browser Activity,cloud,T1078,high
214,Suspicious Email Delivered In Microsoft 365,cloud,"T1566.001, T1566.002",medium
215,Suspicious Inbox Forwarding,cloud,T1020,low
216,Suspicious Inbox Forwarding Identity Protection,cloud,T1114.003,high
217,Suspicious Inbox Manipulation Rules,cloud,T1140,high
218,Suspicious Login Activity Classified By Google,cloud,T1078.004,medium
219,Suspicious OAuth App File Download Activities,cloud,,medium
220,Suspicious SignIns From A Non Registered Device,cloud,T1078,high
221,Temporary Access Pass Added To An Account,cloud,T1078.004,high
222,Too Many Global Admins,cloud,T1078,high
223,Unfamiliar Sign-In Properties,cloud,T1078,high
224,Use of Legacy Authentication Protocols,cloud,"T1078.004, T1110",high
225,User Access Blocked by Azure Conditional Access,cloud,"T1110, T1078.004",medium
226,User Added to an Administrator's Azure AD Role,cloud,"T1098.003, T1078",medium
227,User Added To Group With CA Policy Modification Access,cloud,"T1548, T1556",medium
228,User Added To Privilege Role,cloud,T1078.004,high
229,User Removed From Group With CA Policy Modification Access,cloud,"T1548, T1556",medium
230,User Risk and MFA Registration Policy Updated,cloud,,high
231,User State Changed From Guest To Member,cloud,T1078.004,medium
232,Users Added to Global or Device Admin Roles,cloud,T1078.004,high
233,Windows LAPS Credential Dump From Entra ID,cloud,T1098.005,high
234,Cisco Duo Successful MFA Authentication Via Bypass Code,identity,,medium
235,New Okta User Created,identity,,informational
236,Okta Admin Functions Access Through Proxy,identity,,medium
237,Okta Admin Role Assigned to an User or Group,identity,T1098.003,medium
238,Okta Admin Role Assignment Created,identity,,medium
239,Okta API Token Created,identity,,medium
240,Okta API Token Revoked,identity,,medium
241,Okta Application Modified or Deleted,identity,,medium
242,Okta Application Sign-On Policy Modified or Deleted,identity,,medium
243,Okta FastPass Phishing Detection,identity,T1566,high
244,Okta Identity Provider Created,identity,T1098.001,medium
245,Okta MFA Reset or Deactivated,identity,T1556.006,medium
246,Okta Network Zone Deactivated or Deleted,identity,,medium
247,Okta New Admin Console Behaviours,identity,T1078.004,high
248,Okta Policy Modified or Deleted,identity,,low
249,Okta Policy Rule Modified or Deleted,identity,,medium
250,Okta Security Threat Detected,identity,,medium
251,Okta Suspicious Activity Reported by End-user,identity,T1586.003,high
252,Okta Unauthorized Access to App,identity,,medium
253,Okta User Account Locked Out,identity,T1531,medium
254,Okta User Session Start Via An Anonymising Proxy Service,identity,T1685,high
255,OneLogin User Account Locked,identity,,low
256,OneLogin User Assumed Another User,identity,,low
257,Potential Okta Password in AlternateID Field,identity,T1552,high
258,Access of Sudoers File Content,linux,T1592.004,medium
259,ASLR Disabled Via Sysctl or Direct Syscall - Linux,linux,"T1685, T1055.009",high
260,Audio Capture,linux,T1123,low
261,Audit Rules Deleted Via Auditctl,linux,T1685.004,high
262,Auditing Configuration Changes on Linux Host,linux,T1685,high
263,Bash Interactive Shell,linux,,low
264,Binary Padding - Linux,linux,T1027.001,high
265,BPFDoor Abnormal Process ID or Lock File Accessed,linux,"T1106, T1059",high
266,Bpfdoor TCP Ports Redirect,linux,T1686,medium
267,BPFtrace Unsafe Option Usage,linux,T1059.004,medium
268,Buffer Overflow Attempts,linux,T1068,high
269,Capabilities Discovery - Linux,linux,T1083,low
270,Capsh Shell Invocation - Linux,linux,T1059,high
271,Chmod Targeting Sensitive Directories,linux,T1222.002,medium
272,Clear or Disable Kernel Ring Buffer Logs via Syslog Syscall,linux,T1685.006,medium
273,Clipboard Collection of Image Data with Xclip Tool,linux,T1115,low
274,Clipboard Collection with Xclip Tool,linux,T1115,low
275,Clipboard Collection with Xclip Tool - Auditd,linux,T1115,low
276,Code Injection by ld.so Preload,linux,T1574.006,high
277,Commands to Clear or Remove the Syslog - Builtin,linux,T1565.001,high
278,Communication To LocaltoNet Tunneling Service Initiated - Linux,linux,"T1572, T1090, T1102",high
279,Communication To Ngrok Tunneling Service - Linux,linux,"T1567, T1568.002, T1572, T1090, T1102",high
280,Connection Proxy,linux,T1090,low
281,Container Residence Discovery Via Proc Virtual FS,linux,T1082,low
282,Copy Passwd Or Shadow From TMP Path,linux,T1552.001,high
283,Creation Of An User Account,linux,T1136.001,medium
284,Credentials In Files - Linux,linux,T1552.001,high
285,Crontab Enumeration,linux,T1007,low
286,Curl Usage on Linux,linux,T1105,low
287,Data Compressed,linux,T1560.001,low
288,Data Exfiltration with Wget,linux,T1048.003,medium
289,DD File Overwrite,linux,T1485,low
290,Decode Base64 Encoded Text,linux,T1027,low
291,Disable Or Stop Services,linux,"T1685, T1489",medium
292,Disable System Firewall,linux,T1686,high
293,Disabling Security Tools,linux,T1686,medium
294,Disabling Security Tools - Builtin,linux,T1686,medium
295,Docker Container Discovery Via Dockerenv Listing,linux,T1082,low
296,Download File To Potentially Suspicious Directory Via Wget,linux,T1105,medium
297,Enable BPF Kprobes Tracing,linux,,medium
298,Equation Group Indicators,linux,T1059.004,high
299,ESXi Account Creation Via ESXCLI,linux,"T1136, T1059.012",medium
300,ESXi Admin Permission Assigned To Account Via ESXCLI,linux,"T1059.012, T1098",high
301,ESXi Network Configuration Discovery Via ESXCLI,linux,"T1033, T1007, T1059.012",medium
302,ESXi Storage Information Discovery Via ESXCLI,linux,"T1033, T1007, T1059.012",medium
303,ESXi Syslog Configuration Change Via ESXCLI,linux,"T1685, T1690, T1059.012",medium
304,ESXi System Information Discovery Via ESXCLI,linux,"T1033, T1007, T1059.012",medium
305,ESXi VM Kill Via ESXCLI,linux,"T1059.012, T1529",medium
306,ESXi VM List Discovery Via ESXCLI,linux,"T1033, T1007, T1059.012",medium
307,ESXi VSAN Information Discovery Via ESXCLI,linux,"T1033, T1007, T1059.012",medium
308,Execution Of Script Located In Potentially Suspicious Directory,linux,,medium
309,File and Directory Discovery - Linux,linux,T1083,informational
310,File Deletion,linux,T1070.004,informational
311,File or Folder Permissions Change,linux,T1222.002,low
312,File Time Attribute Change - Linux,linux,T1070.006,medium
313,Flush Iptables Ufw Chain,linux,T1686,medium
314,Group Has Been Deleted Via Groupdel,linux,T1531,medium
315,Guacamole Two Users Sharing Session Anomaly,linux,T1212,high
316,Hidden Files and Directories,linux,T1564.001,low
317,History File Deletion,linux,T1565.001,high
318,Inline Python Execution - Spawn Shell Via OS System Library,linux,T1059,high
319,Install Root Certificate,linux,T1553.004,low
320,Interactive Bash Suspicious Children,linux,"T1059.004, T1036",medium
321,JexBoss Command Sequence,linux,T1059.004,high
322,Kaspersky Endpoint Security Stopped Via CommandLine - Linux,linux,T1685,high
323,Linux Base64 Encoded Pipe to Shell,linux,T1140,medium
324,Linux Base64 Encoded Shebang In CLI,linux,T1140,medium
325,Linux Capabilities Discovery,linux,"T1083, T1548",low
326,Linux Command History Tampering,linux,T1070.003,high
327,Linux Crypto Mining Indicators,linux,T1496,high
328,Linux Crypto Mining Pool Connections,linux,T1496,high
329,Linux Doas Conf File Creation,linux,T1548,medium
330,Linux Doas Tool Execution,linux,T1548,low
331,Linux HackTool Execution,linux,T1587,high
332,Linux Keylogging with Pam.d,linux,"T1003, T1056.001",high
333,Linux Logs Clearing Attempts,linux,T1685.006,medium
334,Linux Network Service Scanning - Auditd,linux,T1046,low
335,Linux Network Service Scanning Tools Execution,linux,T1046,low
336,Linux Package Uninstall,linux,T1070,low
337,Linux Recon Indicators,linux,"T1592.004, T1552.001",high
338,Linux Remote System Discovery,linux,T1018,low
339,Linux Reverse Shell Indicator,linux,T1059.004,critical
340,Linux Setgid Capability Set on a Binary via Setcap Utility,linux,"T1548, T1554",low
341,Linux Setuid Capability Set on a Binary via Setcap Utility,linux,"T1548, T1554",low
342,Linux Shell Pipe to Shell,linux,T1140,medium
343,Linux Sudo Chroot Execution,linux,T1068,low
344,Linux Webshell Indicators,linux,T1505.003,high
345,Loading of Kernel Module via Insmod,linux,T1547.006,high
346,Local Groups Discovery - Linux,linux,T1069.001,low
347,Local System Accounts Discovery - Linux,linux,T1087.001,low
348,Logging Configuration Changes on Linux Host,linux,T1685,high
349,Mask System Power Settings Via Systemctl,linux,T1653,high
350,Masquerading as Linux Crond Process,linux,T1036.003,medium
351,Modification of ld.so.preload,linux,T1574.006,high
352,Modify System Firewall,linux,T1686,medium
353,Modifying Crontab,linux,T1053.003,medium
354,Mount Execution With Hidepid Parameter,linux,T1564,medium
355,Named Pipe Created Via Mkfifo,linux,,low
356,Network Sniffing - Linux,linux,T1040,low
357,New Cron File Created,linux,T1053.003,low
358,Nohup Execution,linux,T1059.004,medium
359,OMIGOD SCX RunAsProvider ExecuteScript,linux,"T1068, T1190, T1203",high
360,OMIGOD SCX RunAsProvider ExecuteShellCommand,linux,"T1068, T1190, T1203",high
361,OS Architecture Discovery Via Grep,linux,T1082,low
362,Overwriting the File with Dev Zero or Null,linux,T1485,low
363,Password Policy Discovery - Linux,linux,T1201,low
364,Persistence Via Sudoers.d Files,linux,T1548.003,medium
365,Pnscan Binary Data Transmission Activity,linux,T1046,medium
366,Possible Coin Miner CPU Priority Param,linux,T1068,critical
367,Potential Abuse of Linux Magic System Request Key,linux,"T1059.004, T1529, T1489, T1499",medium
368,Potential Container Discovery Via Inodes Listing,linux,T1082,low
369,Potential Discovery Activity Using Find - Linux,linux,T1083,medium
370,Potential GobRAT File Discovery Via Grep,linux,T1082,high
371,Potential Linux Amazon SSM Agent Hijacking,linux,T1219.002,medium
372,Potential Linux Process Code Injection Via DD Utility,linux,T1055.009,medium
373,Potential Netcat Reverse Shell Execution,linux,T1059,high
374,Potential Perl Reverse Shell Execution,linux,,high
375,Potential PHP Reverse Shell,linux,,high
376,Potential Ruby Reverse Shell,linux,,medium
377,Potential Suspicious BPF Activity - Linux,linux,,high
378,Potential Suspicious Change To Sensitive/Critical Files,linux,T1565.001,medium
379,Potential Xterm Reverse Shell,linux,T1059,medium
380,Potentially Suspicious Execution From Tmp Folder,linux,T1036,medium
381,Potentially Suspicious Malware Callback Communication - Linux,linux,T1571,high
382,Potentially Suspicious Named Pipe Created Via Mkfifo,linux,,medium
383,Potentially Suspicious Shell Script Creation in Profile Folder,linux,,low
384,Print History File Contents,linux,T1592.004,medium
385,Privileged User Has Been Created,linux,"T1136.001, T1098",high
386,Process Execution From Shared Memory Directory,linux,T1027.011,high
387,Program Executions in Suspicious Folders,linux,"T1587, T1584",medium
388,PUA - TruffleHog Execution - Linux,linux,"T1083, T1552.001",medium
389,Python One-Liners with Base64 Decoding - Linux,linux,"T1059.006, T1027.010",high
390,Python Reverse Shell Execution Via PTY And Socket Modules,linux,,high
391,Python Spawning Pretty TTY Via PTY Module,linux,T1059,medium
392,Python WebServer Execution - Linux,linux,T1048.003,medium
393,Relevant ClamAV Message,linux,T1588.001,high
394,Remote Access Tool - Team Viewer Session Started On Linux Host,linux,T1133,low
395,Remote File Copy,linux,T1105,low
396,Remove Immutable File Attribute,linux,T1222.002,medium
397,Remove Immutable File Attribute - Auditd,linux,T1222.002,medium
398,Remove Scheduled Cron Task/Job,linux,,medium
399,Scheduled Cron Task/Job - Linux,linux,T1053.003,medium
400,Scheduled Task/Job At,linux,T1053.002,low
401,Screen Capture with Import Tool,linux,T1113,low
402,Screen Capture with Xwd,linux,T1113,low
403,Script Interpreter Spawning Credential Scanner - Linux,linux,"T1552, T1005, T1059.004",high
404,Security Software Discovery - Linux,linux,T1518.001,low
405,Service Reload or Start - Linux,linux,T1543.002,low
406,Setuid and Setgid,linux,T1548.001,low
407,Shell Execution GCC  - Linux,linux,T1083,high
408,Shell Execution Of Process Located In Tmp Directory,linux,,high
409,Shell Execution via Find - Linux,linux,T1083,high
410,Shell Execution via Flock - Linux,linux,T1083,high
411,Shell Execution via Git - Linux,linux,T1059,high
412,Shell Execution via Nice - Linux,linux,T1083,high
413,Shell Execution via Rsync - Linux,linux,T1059,high
414,Shell Invocation via Apt - Linux,linux,T1083,medium
415,Shell Invocation via Env Command - Linux,linux,T1059.004,high
416,Shell Invocation Via Ssh - Linux,linux,T1059,high
417,Shellshock Expression,linux,T1505.003,high
418,Special File Creation via Mknod Syscall,linux,T1543.003,low
419,Split A File Into Pieces - Linux,linux,T1030,low
420,Steganography Extract Files with Steghide,linux,T1027.003,low
421,Steganography Hide Files with Steghide,linux,T1027.003,low
422,Steganography Hide Zip Information in Picture File,linux,T1027.003,low
423,Steganography Unzip Hidden Information From Picture File,linux,T1027.003,low
424,Suspicious Activity in Shell Commands,linux,T1059.004,high
425,Suspicious C2 Activities,linux,,medium
426,Suspicious Commands Linux,linux,T1059.004,medium
427,Suspicious Curl Change User Agents - Linux,linux,T1071.001,medium
428,Suspicious Curl File Upload - Linux,linux,"T1567, T1105",medium
429,Suspicious Download and Execute Pattern via Curl/Wget,linux,"T1059.004, T1203",high
430,Suspicious Filename with Embedded Base64 Commands,linux,"T1059.004, T1027",high
431,Suspicious Git Clone - Linux,linux,T1593.003,medium
432,Suspicious History File Operations - Linux,linux,T1552.003,medium
433,Suspicious Invocation of Shell via AWK - Linux,linux,T1059,high
434,Suspicious Invocation of Shell via Rsync,linux,"T1059, T1203",high
435,Suspicious Java Children Processes,linux,T1059,high
436,Suspicious Log Entries,linux,,medium
437,Suspicious Named Error,linux,T1190,high
438,Suspicious Nohup Execution,linux,,high
439,Suspicious OpenSSH Daemon Error,linux,T1190,medium
440,Suspicious Package Installed - Linux,linux,T1553.004,medium
441,Suspicious Reverse Shell Command Line,linux,T1059.004,high
442,Suspicious Use of /dev/tcp,linux,,medium
443,Suspicious VSFTPD Error Messages,linux,T1190,medium
444,Symlink Etc Passwd,linux,T1204.001,high
445,Syslog Clearing or Removal Via System Utilities,linux,T1685.006,high
446,System and Hardware Information Discovery,linux,T1082,informational
447,System Info Discovery via Sysinfo Syscall,linux,"T1057, T1082",low
448,System Information Discovery,linux,T1082,informational
449,System Information Discovery - Auditd,linux,T1082,low
450,System Network Connections Discovery - Linux,linux,T1049,low
451,System Network Discovery - Linux,linux,T1016,informational
452,System Owner or User Discovery - Linux,linux,T1033,low
453,System Shutdown/Reboot - Linux,linux,T1529,informational
454,Systemd Service Creation,linux,T1543.002,medium
455,Touch Suspicious Service File,linux,T1070.006,medium
456,Triple Cross eBPF Rootkit Default LockFile,linux,,high
457,Triple Cross eBPF Rootkit Default Persistence,linux,T1053.003,high
458,Triple Cross eBPF Rootkit Execve Hijack,linux,,high
459,Triple Cross eBPF Rootkit Install Commands,linux,T1014,high
460,UFW Disable Attempt,linux,T1686,medium
461,Unix Shell Configuration Modification,linux,T1546.004,medium
462,Use Of Hidden Paths Or Files,linux,T1574.001,low
463,User Added To Root/Sudoers Group Using Usermod,linux,,medium
464,User Has Been Deleted Via Userdel,linux,T1531,medium
