sl no,Detection Name,Category,TTP,Severity
804,Cmd Launched with Hidden Start Flags to Suspicious Targets,windows,T1564.003,medium
805,Cmd.EXE Missing Space Characters Execution Anomaly,windows,T1059.001,high
806,CMSTP App Paths Registry Key Modification,windows,T1218.003,high
807,CMSTP Execution Process Access,windows,"T1218.003, T1559.001",high
808,CMSTP Execution Process Creation,windows,T1218.003,high
809,CMSTP UAC Bypass via COM Object Access,windows,"T1548.002, T1218.003",high
810,CobaltStrike Load by Rundll32,windows,T1218.011,high
811,CobaltStrike Named Pipe,windows,T1055,critical
812,CobaltStrike Named Pipe Pattern Regex,windows,T1055,critical
813,CobaltStrike Named Pipe Patterns,windows,T1055,high
814,CobaltStrike Service Installations - Security,windows,"T1021.002, T1543.003, T1569.002",high
815,CobaltStrike Service Installations - System,windows,"T1021.002, T1543.003, T1569.002",critical
816,Code Executed Via Office Add-in XLL File,windows,T1137.006,high
817,Code Execution via Pcwutl.dll,windows,T1218.011,medium
818,CodeIntegrity - Blocked Driver Load With Revoked Certificate,windows,T1543,high
819,CodeIntegrity - Blocked Image Load With Revoked Certificate,windows,,high
820,CodeIntegrity - Blocked Image/Driver Load For Policy Violation,windows,T1543,high
821,CodeIntegrity - Disallowed File For Protected Processes Has Been Blocked,windows,,high
822,CodeIntegrity - Revoked Image Loaded,windows,,high
823,CodeIntegrity - Revoked Kernel Driver Loaded,windows,,high
824,CodeIntegrity - Unmet Signing Level Requirements By File Under Validation,windows,,low
825,CodeIntegrity - Unmet WHQL Requirements For Loaded Kernel Module,windows,,high
826,CodeIntegrity - Unsigned Image Loaded,windows,,high
827,CodeIntegrity - Unsigned Kernel Module Loaded,windows,,high
828,CodePage Modification Via MODE.COM To Russian Language,windows,T1036,medium
829,COM Hijack via Sdclt,windows,"T1546, T1548",high
830,COM Hijacking via TreatAs,windows,T1546.015,medium
831,COM Object Execution via Xwizard.EXE,windows,T1218,medium
832,COM Object Hijacking Via Modification Of Default System CLSID Default Value,windows,T1546.015,high
833,Command Line Execution with Suspicious URL and AppData Strings,windows,"T1059.003, T1059.001, T1105",medium
834,Common Autorun Keys Modification,windows,T1547.001,medium
835,Communication To LocaltoNet Tunneling Service Initiated,windows,"T1572, T1090, T1102",high
836,Communication To Ngrok Tunneling Service Initiated,windows,"T1567, T1568.002, T1572, T1090, T1102",high
837,Communication To Uncommon Destination Ports,windows,T1571,medium
838,Compress Data and Lock With Password for Exfiltration With 7-ZIP,windows,T1560.001,medium
839,Compress Data and Lock With Password for Exfiltration With WINZIP,windows,T1560.001,medium
840,Compressed File Creation Via Tar.EXE,windows,"T1560, T1560.001",low
841,Compressed File Extraction Via Tar.EXE,windows,"T1560, T1560.001",low
842,Computer Discovery And Export Via Get-ADComputer Cmdlet,windows,T1033,medium
843,Computer Discovery And Export Via Get-ADComputer Cmdlet - PowerShell,windows,T1033,medium
844,Computer Password Change Via Ksetup.EXE,windows,,medium
845,Computer System Reconnaissance Via Wmic.EXE,windows,T1047,medium
846,Conhost Spawned By Uncommon Parent Process,windows,T1059,medium
847,Conhost.exe CommandLine Path Traversal,windows,T1059.003,high
848,Console CodePage Lookup Via CHCP,windows,T1614.001,medium
849,Control Panel Items,windows,"T1218.002, T1546",high
850,ConvertTo-SecureString Cmdlet Usage Via CommandLine,windows,"T1027, T1059.001",medium
851,Copy .DMP/.DUMP Files From Remote Share Via Cmd.EXE,windows,,high
852,Copy From Or To Admin Share Or Sysvol Folder,windows,"T1039, T1048, T1021.002",medium
853,Copy From VolumeShadowCopy Via Cmd.EXE,windows,T1490,high
854,Copying Sensitive Files with Credential Data,windows,"T1003.002, T1003.003",high
855,Crash Dump Created By Operating System,windows,"T1003.002, T1005",medium
856,CrashControl CrashDump Disabled,windows,"T1564, T1112",medium
857,Create Volume Shadow Copy with Powershell,windows,T1003.003,high
858,Created Files by Microsoft Sync Center,windows,"T1055, T1218",medium
859,CreateDump Process Dump,windows,"T1036, T1003.001",high
860,Creation Exe for Service with Unquoted Path,windows,T1547.009,high
861,Creation of a Diagcab,windows,,medium
862,Creation of a Local Hidden User Account by Registry,windows,T1136.001,high
863,Creation Of a Suspicious ADS File Outside a Browser Download,windows,,medium
864,Creation Of Non-Existent System DLL,windows,T1574.001,medium
865,Creation of WerFault.exe/Wer.dll in Unusual Folder,windows,T1574.001,medium
866,Cred Dump Tools Dropped Files,windows,"T1003.001, T1003.002, T1003.003, T1003.004, T1003.005",high
867,Credential Dumping Activity By Python Based Tool,windows,T1003.001,high
868,Credential Dumping Attempt Via Svchost,windows,T1548,high
869,Credential Dumping Attempt Via WerFault,windows,T1003.001,high
870,Credential Dumping Tools Service Execution - Security,windows,"T1003.001, T1003.002, T1003.004, T1003.005, T1003.006, T1569.002",high
871,Credential Dumping Tools Service Execution - System,windows,"T1003.001, T1003.002, T1003.004, T1003.005, T1003.006, T1569.002",high
872,Credential Manager Access By Uncommon Applications,windows,T1003,medium
873,CredUI.DLL Loaded By Uncommon Process,windows,T1056.002,medium
874,Critical Hive In Suspicious Location Access Bits Cleared,windows,T1003.002,high
875,Csc.EXE Execution Form Potentially Suspicious Parent,windows,"T1059.005, T1059.007, T1218.005, T1027.004",high
876,Cscript/Wscript Potentially Suspicious Child Process,windows,,medium
877,Cscript/Wscript Uncommon Script Extension Execution,windows,"T1059.005, T1059.007",high
878,CSExec Service File Creation,windows,T1569.002,medium
879,CSExec Service Installation,windows,T1569.002,medium
880,Curl Download And Execute Combination,windows,"T1218, T1105",high
881,Curl File Upload To File Sharing Websites,windows,T1567.002,high
882,Curl Web Request With Potential Custom User-Agent,windows,,medium
883,CurrentControlSet Autorun Keys Modification,windows,T1547.001,medium
884,CurrentVersion Autorun Keys Modification,windows,T1547.001,medium
885,CurrentVersion NT Autorun Keys Modification,windows,T1547.001,medium
886,Custom File Open Handler Executes PowerShell,windows,T1202,high
887,Data Copied To Clipboard Via Clip.EXE,windows,T1115,low
888,Data Export From MSSQL Table Via BCP.EXE,windows,T1048,medium
889,DCERPC SMB Spoolss Named Pipe,windows,T1021.002,medium
890,DCOM InternetExplorer.Application Iertutil DLL Hijack - Security,windows,"T1021.002, T1021.003",high
891,Default RDP Port Changed to Non Standard Port,windows,T1547.010,high
892,Delete All Scheduled Tasks,windows,T1489,high
893,Delete Defender Scan ShellEx Context Menu Registry Key,windows,,medium
894,Delete Important Scheduled Task,windows,T1489,high
895,Delete Volume Shadow Copies Via WMI With PowerShell,windows,T1490,high
896,Deleted Data Overwritten Via Cipher.EXE,windows,T1485,medium
897,Deletion of Volume Shadow Copies via WMI with PowerShell,windows,T1490,high
898,Deletion of Volume Shadow Copies via WMI with PowerShell - PS Script,windows,T1490,high
899,Denied Access To Remote Desktop,windows,T1021.001,medium
900,Deny Service Access Using Security Descriptor Tampering Via Sc.EXE,windows,T1543.003,high
901,Deployment AppX Package Was Blocked By AppLocker,windows,,medium
902,Deployment Of The AppX Package Was Blocked By The Policy,windows,,medium
903,Desktop.INI Created by Uncommon Process,windows,T1547.009,medium
904,Detected Windows Software Discovery,windows,T1518,medium
905,Detected Windows Software Discovery - PowerShell,windows,T1518,medium
906,Detection of PowerShell Execution via Sqlps.exe,windows,"T1059.001, T1127",medium
907,Devcon Execution Disabling VMware VMCI Device,windows,"T1543.003, T1685",high
908,Device Installation Blocked,windows,T1200,medium
909,DeviceCredentialDeployment Execution,windows,T1218,medium
910,Devtoolslauncher.exe Executes Specified Binary,windows,T1218,high
911,DHCP Callout DLL Installation,windows,"T1574.001, T1112",high
912,DHCP Server Error Failed Loading the CallOut DLL,windows,T1574.001,high
913,DHCP Server Loaded the CallOut DLL,windows,T1574.001,high
914,Diagnostic Library Sdiageng.DLL Loaded By Msdt.EXE,windows,T1202,high
915,DiagTrackEoP Default Login Username,windows,,critical
916,Direct Autorun Keys Modification,windows,T1547.001,medium
917,Directory Removal Via Rmdir,windows,T1070.004,low
918,Directory Service Restore Mode(DSRM) Registry Value Tampering,windows,T1556,high
919,DirectorySearcher Powershell Exploitation,windows,T1018,medium
920,DirLister Execution,windows,T1083,low
921,Disable Administrative Share Creation at Startup,windows,T1070.005,medium
922,Disable Exploit Guard Network Protection on Windows Defender,windows,T1685,medium
923,Disable Important Scheduled Task,windows,T1489,high
924,Disable Internal Tools or Feature in Registry,windows,T1112,medium
925,Disable Macro Runtime Scan Scope,windows,,high
926,Disable Microsoft Defender Firewall via Registry,windows,T1686.003,medium
927,Disable of ETW Trace - Powershell,windows,"T1070, T1685",high
928,Disable Powershell Command History,windows,T1070.003,high
929,Disable Privacy Settings Experience in Registry,windows,T1685,medium
930,Disable PUA Protection on Windows Defender,windows,T1685,high
931,Disable Security Events Logging Adding Reg Key MiniNt,windows,"T1685.001, T1112",high
932,Disable Tamper Protection on Windows Defender,windows,T1685,medium
933,Disable Windows Defender AV Security Monitoring,windows,T1685,high
934,Disable Windows Defender Functionalities Via Registry Keys,windows,T1685,high
935,Disable Windows Event Logging Via Registry,windows,T1685.001,high
936,Disable Windows Firewall by Registry,windows,T1686.003,medium
937,Disable Windows IIS HTTP Logging,windows,T1685.001,high
938,Disable Windows Security Center Notifications,windows,T1112,medium
939,Disable-WindowsOptionalFeature Command PowerShell,windows,T1685,high
940,Disabled IE Security Features,windows,T1685,high
941,Disabled Volume Snapshots,windows,T1685,high
942,Disabled Windows Defender Eventlog,windows,T1685,high
943,Disabling Windows Defender WMI Autologger Session via Reg.exe,windows,T1685,high
944,Discovery of a System Time,windows,T1124,low
945,Diskshadow Script Mode - Execution From Potential Suspicious Location,windows,T1218,medium
946,Diskshadow Script Mode - Uncommon Script Extension Execution,windows,T1218,medium
947,Dism Remove Online Package,windows,T1685,medium
948,Displaying Hidden Files Feature Disabled,windows,T1564.001,medium
949,DLL Execution via Rasautou.exe,windows,T1218,medium
950,DLL Execution Via Register-cimprovider.exe,windows,T1574,medium
951,DLL Load By System Process From Suspicious Locations,windows,T1070,medium
952,DLL Load via LSASS,windows,T1547.008,high
953,DLL Loaded From Suspicious Location Via Cmspt.EXE,windows,T1218.003,high
954,DLL Loaded via CertOC.EXE,windows,T1218,medium
955,DLL Search Order Hijackig Via Additional Space in Path,windows,T1574.001,high
956,DLL Sideloading by VMware Xfer Utility,windows,T1574.001,high
957,DLL Sideloading Of ShellChromeAPI.DLL,windows,T1574.001,high
958,Dllhost.EXE Execution Anomaly,windows,T1055,high
959,DllUnregisterServer Function Call Via Msiexec.EXE,windows,T1218.007,medium
960,DMSA Link Attributes Modified,windows,"T1078.002, T1098",low
961,DMSA Service Account Created in Specific OUs - PowerShell,windows,"T1078.002, T1098",medium
962,DNS Exfiltration and Tunneling Tools Execution,windows,"T1048.001, T1071.004, T1132.001",high
963,DNS HybridConnectionManager Service Bus,windows,T1554,high
964,DNS Query by Finger Utility,windows,"T1071.004, T1059.003",high
965,DNS Query for Anonfiles.com Domain - DNS Client,windows,T1567.002,high
966,DNS Query for Anonfiles.com Domain - Sysmon,windows,T1567.002,high
967,DNS Query Request By QuickAssist.EXE,windows,"T1071.001, T1210",low
968,DNS Query Request By Regsvr32.EXE,windows,"T1559.001, T1218.010",medium
969,DNS Query Request To OneLaunch Update Service,windows,T1056,low
970,DNS Query To AzureWebsites.NET By Non-Browser Process,windows,T1219.002,medium
971,DNS Query To Common Malware Hosting and Shortener Services,windows,T1071.004,medium
972,DNS Query To Devtunnels Domain,windows,"T1071.001, T1572",medium
973,DNS Query To MEGA Hosting Website,windows,T1567.002,medium
974,DNS Query To MEGA Hosting Website - DNS Client,windows,T1567.002,medium
975,DNS Query To Put.io - DNS Client,windows,,medium
976,DNS Query To Remote Access Software Domain From Non-Browser App,windows,T1219.002,medium
977,DNS Query To Ufile.io,windows,T1567.002,low
978,DNS Query To Ufile.io - DNS Client,windows,T1567.002,low
979,DNS Query To Visual Studio Code Tunnels Domain,windows,T1071.001,medium
980,DNS Query Tor .Onion Address - Sysmon,windows,T1090.003,high
981,DNS Server Discovery Via LDAP Query,windows,T1482,low
982,DNS Server Error Failed Loading the ServerLevelPluginDLL,windows,T1574.001,high
983,DNS-over-HTTPS Enabled by Registry,windows,"T1140, T1112",medium
984,Domain Trust Discovery Via Dsquery,windows,T1482,medium
985,DotNET Assembly DLL Loaded Via Office Application,windows,T1204.002,medium
986,DotNet CLR DLL Loaded By Scripting Applications,windows,T1055,high
987,DPAPI Backup Keys And Certificate Export Activity IOC,windows,"T1555, T1552.004",high
988,DPAPI Domain Backup Key Extraction,windows,T1003.004,high
989,DPAPI Domain Master Key Backup Attempt,windows,T1003.004,medium
990,Driver Added To Disallowed Images In HVCI - Registry,windows,,high
991,Driver Load From A Temporary Directory,windows,T1543.003,high
992,Driver/DLL Installation Via Odbcconf.EXE,windows,T1218.008,medium
993,DriverQuery.EXE Execution,windows,,medium
994,Drop Binaries Into Spool Drivers Color Folder,windows,,medium
995,Dropping Of Password Filter DLL,windows,T1556.002,medium
996,DSInternals Suspicious PowerShell Cmdlets,windows,T1059.001,high
997,DSInternals Suspicious PowerShell Cmdlets - ScriptBlock,windows,T1059.001,high
998,Dump Credentials from Windows Credential Manager With PowerShell,windows,T1555,medium
999,Dump Ntds.dit To Suspicious Location,windows,,medium
1000,Dumping of Sensitive Hives Via Reg.EXE,windows,"T1003.002, T1003.004, T1003.005",high
1001,Dumping Process via Sqldumper.exe,windows,T1003.001,medium
1002,DumpMinitool Execution,windows,"T1036, T1003.001",medium
1003,DumpStack.log Defender Evasion,windows,,critical
1004,Dynamic .NET Compilation Via Csc.EXE,windows,T1027.004,medium
1005,Dynamic CSharp Compile Artefact,windows,T1027.004,low
1006,Elevated System Shell Spawned From Uncommon Parent Location,windows,T1059,medium
1007,Email Exifiltration Via Powershell,windows,,high
1008,Enable LM Hash Storage,windows,T1112,high
1009,Enable LM Hash Storage - ProcCreation,windows,T1112,high
1010,Enable Local Manifest Installation With Winget,windows,,medium
1011,Enable Microsoft Dynamic Data Exchange,windows,T1559.002,medium
1012,Enable Remote Connection Between Anonymous Computer - AllowAnonymousCallback,windows,T1685,medium
1013,Enable Windows Remote Management,windows,T1021.006,medium
1014,Enabled User Right in AD to Control User Objects,windows,T1098,high
1015,Enabling COR Profiler Environment Variables,windows,T1574.012,medium
1016,Enumerate All Information With Whoami.EXE,windows,T1033,medium
1017,Enumerate Credentials from Windows Credential Manager With PowerShell,windows,T1555,medium
1018,Enumeration for 3rd Party Creds From CLI,windows,T1552.002,medium
1019,Enumeration for Credentials in Registry,windows,T1552.002,medium
1020,Esentutl Gather Credentials,windows,"T1003, T1003.003",medium
1021,Esentutl Steals Browser Information,windows,T1005,medium
1022,Esentutl Volume Shadow Copy Service Keys,windows,T1003.002,high
1023,ETW Logging Disabled For rpcrt4.dll,windows,"T1112, T1685",low
1024,ETW Logging Disabled For SCM,windows,"T1112, T1685",low
1025,ETW Logging Disabled In .NET Processes - Registry,windows,"T1112, T1685",high
1026,ETW Logging Disabled In .NET Processes - Sysmon Registry,windows,"T1112, T1685",high
1027,ETW Logging Tamper In .NET Processes Via CommandLine,windows,T1685,high
1028,ETW Logging/Processing Option Disabled On IIS Server,windows,"T1685.001, T1505.004",medium
1029,ETW Trace Evasion Activity,windows,"T1070, T1685",high
1030,Eventlog Cleared,windows,T1685.005,medium
1031,EventLog EVTX File Deleted,windows,T1070,medium
1032,EVTX Created In Uncommon Location,windows,T1685.001,medium
1033,Exchange PowerShell Cmdlet History Deleted,windows,T1070,high
1034,Exchange PowerShell Snap-Ins Usage,windows,"T1059.001, T1114",high
1035,Exchange Set OabVirtualDirectory ExternalUrl Property,windows,T1505.003,high
1036,Execute Code with Pester.bat,windows,"T1059.001, T1216",medium
1037,Execute Code with Pester.bat as Parent,windows,"T1059.001, T1216",medium
1038,Execute Files with Msdeploy.exe,windows,T1218,medium
1039,Execute From Alternate Data Streams,windows,T1564.004,medium
1040,Execute Invoke-command on Remote Host,windows,T1021.006,medium
1041,Execute Pcwrun.EXE To Leverage Follina,windows,T1218,high
1042,Execution DLL of Choice Using WAB.EXE,windows,T1218,high
1043,Execution Of Non-Existing File,windows,T1055,high
1044,Execution of Powershell Script in Public Folder,windows,T1059.001,high
1045,Execution of Suspicious File Type Extension,windows,,medium
1046,Execution via stordiag.exe,windows,T1218,high
1047,Execution via WorkFolders.exe,windows,T1218,high
1048,Explorer NOUACCHECK Flag,windows,T1548.002,high
1049,Explorer Process Tree Break,windows,T1036,medium
1050,Exports Critical Registry Keys To a File,windows,T1012,high
1051,Exports Registry Key To a File,windows,T1012,low
1052,Exports Registry Key To an Alternate Data Stream,windows,T1564.004,high
1053,External Disk Drive Or USB Storage Device Was Recognized By The System,windows,"T1091, T1200",low
1054,External Remote RDP Logon from Public IP,windows,"T1133, T1078, T1110",medium
1055,External Remote SMB Logon from Public IP,windows,"T1133, T1078, T1110",high
1056,Extracting Information with PowerShell,windows,T1552.001,medium
1057,Failed Code Integrity Checks,windows,T1027.001,informational
1058,Failed DNS Zone Transfer,windows,T1590.002,medium
1059,Failed Event Log Clear Via WMI NTEventLogFile ClearEventLog,windows,T1685.005,medium
1060,Failed Logon From Public IP,windows,"T1078, T1190, T1133",medium
1061,Failed MSExchange Transport Agent Installation,windows,T1505.002,high
1062,Fax Service DLL Search Order Hijack,windows,T1574.001,high
1063,File Access Of Signal Desktop Sensitive Data,windows,T1003,medium
1064,File And SubFolder Enumeration Via Dir Command,windows,T1217,low
1065,File Creation In Suspicious Directory By Msdt.EXE,windows,T1547.001,high
1066,File Decoded From Base64/Hex Via Certutil.EXE,windows,T1027,high
1067,File Decryption Using Gpg4win,windows,,medium
1068,File Deleted Via Sysinternals SDelete,windows,T1070.004,medium
1069,File Deletion Via Del,windows,T1070.004,low
1070,File Download And Execution Via IEExec.EXE,windows,T1105,high
1071,File Download From Browser Process Via Inline URL,windows,T1105,medium
1072,File Download From IP Based URL Via CertOC.EXE,windows,T1105,high
1073,File Download From IP URL Via Curl.EXE,windows,,medium
1074,File Download Using Notepad++ GUP Utility,windows,T1105,high
1075,File Download Using ProtocolHandler.exe,windows,T1218,medium
1076,File Download Via Bitsadmin,windows,"T1197, T1036.003, T1105",medium
1077,File Download Via Bitsadmin To A Suspicious Target Folder,windows,"T1197, T1036.003, T1105",high
1078,File Download via CertOC.EXE,windows,T1105,medium
1079,File Download Via InstallUtil.EXE,windows,T1218,medium
1080,File Download Via Windows Defender MpCmpRun.EXE,windows,"T1218, T1105",high
1081,File Download with Headless Browser,windows,"T1105, T1564.003",high
1082,File Encoded To Base64 Via Certutil.EXE,windows,T1027,medium
1083,File Encryption Using Gpg4win,windows,,medium
1084,File Encryption/Decryption Via Gpg4win From Suspicious Locations,windows,,high
1085,File Explorer Folder Opened Using Explorer Folder Shortcut Via Shell,windows,T1135,high
1086,File In Suspicious Location Encoded To Base64 Via Certutil.EXE,windows,T1027,high
1087,File Recovery From Backup Via Wbadmin.EXE,windows,T1490,medium
1088,File With Suspicious Extension Downloaded Via Bitsadmin,windows,"T1197, T1036.003, T1105",high
1089,File With Uncommon Extension Created By An Office Application,windows,T1204.002,high
1090,FileFix - Command Evidence in TypedPaths,windows,T1204.004,high
1091,Files Added To An Archive Using Rar.EXE,windows,T1560.001,low
1092,Files With System DLL Name In Unsuspected Locations,windows,T1036.005,medium
1093,Files With System Process Name In Unsuspected Locations,windows,T1036.005,medium
1094,Filter Driver Unloaded Via Fltmc.EXE,windows,"T1070, T1685, T1685.001",medium
1095,Findstr GPP Passwords,windows,T1552.006,high
1096,Findstr Launching .lnk File,windows,"T1036, T1202, T1027.003",medium
1097,Finger.EXE Execution,windows,T1105,high
1098,Firewall Configuration Discovery Via Netsh.EXE,windows,T1016,low
1099,Firewall Disabled via Netsh.EXE,windows,T1686.003,medium
1100,Firewall Rule Deleted Via Netsh.EXE,windows,T1686.003,medium
1101,Firewall Rule Update Via Netsh.EXE,windows,,medium
1102,First Time Seen Remote Named Pipe,windows,T1021.002,high
1103,Folder Compress To Potentially Suspicious Output Via Compress-Archive Cmdlet,windows,T1074.001,medium
1104,Folder Removed From Exploit Guard ProtectedFolders List - Registry,windows,T1685,high
1105,Forfiles Command Execution,windows,T1059,medium
1106,Forfiles.EXE Child Process Masquerading,windows,T1036,high
1107,Fsutil Drive Enumeration,windows,T1120,low
1108,Fsutil Suspicious Invocation,windows,"T1070, T1485",high
1109,Function Call From Undocumented COM Interface EditionUpgradeManager,windows,T1548.002,medium
1110,GAC DLL Loaded Via Office Applications,windows,T1204.002,high
1111,GatherNetworkInfo.VBS Reconnaissance Script Output,windows,,medium
1112,Get-ADUser Enumeration Using UserAccountControl Flags,windows,T1033,medium
1113,Github Self-Hosted Runner Execution,windows,"T1102.002, T1071",medium
1114,GoToAssist Temporary Installation Artefact,windows,T1219.002,medium
1115,Gpresult Display Group Policy Information,windows,T1615,medium
1116,Gpscript Execution,windows,T1218,medium
1117,Greedy File Deletion Using Del,windows,T1070.004,medium
1118,Group Membership Reconnaissance Via Whoami.EXE,windows,T1033,medium
1119,Group Policy Abuse for Privilege Addition,windows,T1484.001,medium
1120,Gzip Archive Decode Via PowerShell,windows,T1132.001,medium
1121,HackTool - ADCSPwn Execution,windows,T1557.001,high
1122,HackTool - Bloodhound/Sharphound Execution,windows,"T1087.001, T1087.002, T1482, T1069.001, T1069.002, T1059.001",high
1123,HackTool - CACTUSTORCH Remote Thread Creation,windows,"T1055.012, T1059.005, T1059.007, T1218.005",high
1124,HackTool - Certify Execution,windows,T1649,high
1125,HackTool - Certipy Execution,windows,T1649,high
1126,HackTool - CobaltStrike BOF Injection Pattern,windows,"T1106, T1685",high
1127,HackTool - CoercedPotato Execution,windows,T1055,high
1128,HackTool - CoercedPotato Named Pipe Creation,windows,T1055,high
1129,HackTool - Covenant PowerShell Launcher,windows,"T1059.001, T1564.003",high
1130,HackTool - CrackMapExec Execution,windows,"T1047, T1053, T1059.003, T1059.001, T1110, T1201",high
1131,HackTool - CrackMapExec Execution Patterns,windows,"T1047, T1053, T1059.003, T1059.001",high
1132,HackTool - CrackMapExec File Indicators,windows,T1003.001,high
1133,HackTool - CrackMapExec PowerShell Obfuscation,windows,"T1059.001, T1027.005",high
1134,HackTool - CrackMapExec Process Patterns,windows,T1003.001,high
1135,HackTool - CreateMiniDump Execution,windows,T1003.001,high
1136,HackTool - Credential Dumping Tools Named Pipe Created,windows,"T1003.001, T1003.002, T1003.004, T1003.005",critical
1137,HackTool - Default PowerSploit/Empire Scheduled Task Creation,windows,"T1053.005, T1059.001",high
1138,HackTool - DiagTrackEoP Default Named Pipe,windows,,critical
1139,HackTool - DInjector PowerShell Cradle Execution,windows,T1055,critical
1140,HackTool - Doppelanger LSASS Dumper Execution,windows,T1003.001,high
1141,HackTool - Dumpert Process Dumper Default File,windows,T1003.001,critical
1142,HackTool - Dumpert Process Dumper Execution,windows,T1003.001,critical
1143,Hacktool - EDR-Freeze Execution,windows,T1685,high
1144,HackTool - EDRSilencer Execution,windows,T1685,high
1145,HackTool - EDRSilencer Execution - Filter Added,windows,T1685,high
1146,HackTool - EfsPotato Named Pipe Creation,windows,T1055,high
1147,HackTool - Empire PowerShell Launch Parameters,windows,T1059.001,high
1148,HackTool - Empire PowerShell UAC Bypass,windows,T1548.002,critical
1149,HackTool - Evil-WinRm Execution - PowerShell Module,windows,,high
1150,HackTool - F-Secure C3 Load by Rundll32,windows,T1218.011,critical
1151,HackTool - Generic Process Access,windows,T1003.001,high
1152,HackTool - GMER Rootkit Detector and Remover Execution,windows,,high
1153,HackTool - HandleKatz Duplicating LSASS Handle,windows,"T1106, T1003.001",high
1154,HackTool - HandleKatz LSASS Dumper Execution,windows,T1003.001,high
1155,HackTool - Hashcat Password Cracker Execution,windows,T1110.002,high
1156,HackTool - HollowReaper Execution,windows,T1055.012,high
1157,HackTool - Htran/NATBypass Execution,windows,T1090,high
1158,HackTool - Hydra Password Bruteforce Execution,windows,"T1110, T1110.001",high
1159,HackTool - Impacket File Indicators,windows,T1003.001,high
1160,HackTool - Impacket Tools Execution,windows,T1557.001,high
1161,HackTool - Impersonate Execution,windows,"T1134.001, T1134.003",medium
1162,HackTool - Inveigh Execution,windows,T1003.001,critical
1163,HackTool - Inveigh Execution Artefacts,windows,T1219.002,critical
1164,HackTool - Jlaive In-Memory Assembly Execution,windows,T1059.003,medium
1165,HackTool - Koadic Execution,windows,"T1059.003, T1059.005, T1059.007",high
1166,HackTool - Koh Default Named Pipe,windows,"T1528, T1134.001",critical
1167,HackTool - KrbRelay Execution,windows,T1558.003,high
1168,HackTool - KrbRelayUp Execution,windows,"T1558.003, T1550.003",high
1169,HackTool - LaZagne Execution,windows,,medium
1170,HackTool - LittleCorporal Generated Maldoc Injection,windows,"T1204.002, T1055.003",high
1171,HackTool - LocalPotato Execution,windows,,high
1172,HackTool - Mimikatz Execution,windows,"T1003.001, T1003.002, T1003.004, T1003.005, T1003.006",high
1173,HackTool - Mimikatz Kirbi File Creation,windows,T1558,critical
1174,HackTool - NetExec Execution,windows,"T1018, T1021",high
1175,HackTool - NetExec File Indicators,windows,"T1021.002, T1059.005",high
1176,HackTool - NoFilter Execution,windows,"T1134, T1134.001",high
1177,HackTool - NPPSpy Hacktool Usage,windows,,high
1178,HackTool - PCHunter Execution,windows,"T1082, T1057, T1012, T1083, T1007",high
1179,HackTool - Potential CobaltStrike Process Injection,windows,T1055.001,high
1180,HackTool - Potential Impacket Lateral Movement Activity,windows,"T1047, T1021.003",high
1181,HackTool - Potential Remote Credential Dumping Activity Via CrackMapExec Or Impacket-Secretsdump,windows,T1003,high
1182,HackTool - PowerTool Execution,windows,T1685,high
1183,HackTool - Powerup Write Hijack DLL,windows,T1574.001,high
1184,HackTool - PPID Spoofing SelectMyParent Tool Execution,windows,T1134.004,high
1185,HackTool - PurpleSharp Execution,windows,T1587,critical
1186,HackTool - Pypykatz Credentials Dumping Activity,windows,T1003.002,high
1187,HackTool - Quarks PwDump Execution,windows,T1003.002,high
1188,HackTool - QuarksPwDump Dump File,windows,T1003.002,critical
1189,HackTool - RedMimicry Winnti Playbook Execution,windows,"T1106, T1059.003, T1218.011",high
1190,HackTool - RemoteKrbRelay Execution,windows,T1558.003,high
1191,HackTool - RemoteKrbRelay SMB Relay Secrets Dump Module Indicators,windows,T1219.002,high
1192,HackTool - Rubeus Execution,windows,"T1003, T1558.003, T1550.003",critical
1193,HackTool - Rubeus Execution - ScriptBlock,windows,"T1003, T1558.003, T1550.003",high
1194,HackTool - SafetyKatz Dump Indicator,windows,T1003.001,high
1195,HackTool - SafetyKatz Execution,windows,T1003.001,critical
1196,HackTool - SecurityXploded Execution,windows,T1555,critical
1197,HackTool - SharpChisel Execution,windows,T1090.001,high
1198,HackTool - SharpDPAPI Execution,windows,"T1134.001, T1134.003",high
1199,HackTool - SharPersist Execution,windows,T1053,high
1200,HackTool - SharpEvtMute DLL Load,windows,T1685.001,high
1201,HackTool - SharpEvtMute Execution,windows,T1685.001,high
1202,HackTool - SharpImpersonation Execution,windows,"T1134.001, T1134.003",high
1203,HackTool - SharpLDAPmonitor Execution,windows,,medium
1204,HackTool - SharpLdapWhoami Execution,windows,T1033,high
1205,HackTool - SharpMove Tool Execution,windows,T1021.002,high
1206,HackTool - SharpUp PrivEsc Tool Execution,windows,"T1615, T1569.002, T1574.005",critical
1207,HackTool - SharpView Execution,windows,"T1049, T1069.002, T1482, T1135, T1033",high
1208,HackTool - SharpWSUS/WSUSpendu Execution,windows,T1210,high
1209,HackTool - SILENTTRINITY Stager DLL Load,windows,T1071,high
1210,HackTool - SILENTTRINITY Stager Execution,windows,T1071,high
1211,HackTool - Sliver C2 Implant Activity Pattern,windows,T1059,critical
1212,HackTool - SOAPHound Execution,windows,T1087,high
1213,HackTool - Stracciatella Execution,windows,"T1059, T1685",high
