sl no,Detection Name,Category,TTP,Severity
1,Bitbucket Audit Log Configuration Updated,application,T1685,medium
2,Bitbucket Full Data Export Triggered,application,T1213.003,high
3,Bitbucket Global Permission Changed,application,T1098,medium
4,Bitbucket Global Secret Scanning Rule Deleted,application,T1685,medium
5,Bitbucket Global SSH Settings Changed,application,"T1685, T1021.004",medium
6,Bitbucket Project Secret Scanning Allowlist Added,application,T1685,low
7,Bitbucket Secret Scanning Exempt Repository Added,application,T1685,high
8,Bitbucket Secret Scanning Rule Deleted,application,T1685,low
9,Bitbucket Unauthorized Access To A Resource,application,T1586,critical
10,Bitbucket Unauthorized Full Data Export Triggered,application,"T1213.003, T1586",critical
11,Bitbucket User Details Export Attempt Detected,application,"T1213, T1082, T1591.004",medium
12,Bitbucket User Login Failure,application,"T1078.004, T1110",medium
13,Bitbucket User Login Failure Via SSH,application,"T1021.004, T1110",medium
14,Bitbucket User Permissions Export Attempt,application,"T1213, T1082, T1591.004",medium
15,Container With A hostPath Mount Created,application,T1611,low
16,Creation Of Pod In System Namespace,application,T1036.005,medium
17,Deployment Deleted From Kubernetes Cluster,application,T1498,low
18,Django Framework Exceptions,application,T1190,medium
19,Github Delete Action Invoked,application,T1213.003,medium
20,Github Fork Private Repositories Setting Enabled/Cleared,application,"T1020, T1537",medium
21,Github High Risk Configuration Disabled,application,T1556,high
22,Github New Secret Created,application,T1078.004,low
23,Github Outside Collaborator Detected,application,"T1098.001, T1098.003, T1213.003",medium
24,Github Push Protection Bypass Detected,application,T1685,low
25,Github Push Protection Disabled,application,T1685,high
26,GitHub Repository Archive Status Changed,application,,low
27,GitHub Repository Pages Site Changed to Public,application,T1567.001,low
28,Github Repository/Organization Transferred,application,"T1020, T1537",medium
29,Github Secret Scanning Feature Disabled,application,T1685,high
30,Github Self Hosted Runner Changes Detected,application,"T1526, T1213.003, T1078.004",low
31,Github SSH Certificate Configuration Changed,application,T1078.004,medium
32,Kubernetes Admission Controller Modification,application,"T1078, T1552, T1552.007",medium
33,Kubernetes CronJob/Job Modification,application,,medium
34,Kubernetes Events Deleted,application,T1070,medium
35,Kubernetes Potential Enumeration Activity,application,"T1609, T1613",medium
36,Kubernetes Rolebinding Modification,application,,medium
37,Kubernetes Secrets Enumeration,application,T1552.007,low
38,Kubernetes Secrets Modified or Deleted,application,,medium
39,Kubernetes Unauthorized or Unauthenticated Access,application,,low
40,New Github Organization Member Added,application,T1136.003,informational
41,New Kubernetes Service Account Created,application,T1136,low
42,OpenCanary - FTP Login Attempt,application,"T1190, T1021",high
43,OpenCanary - GIT Clone Request,application,T1213,high
44,OpenCanary - Host Port Scan (SYN Scan),application,T1046,high
45,OpenCanary - HTTP GET Request,application,T1190,high
46,OpenCanary - HTTP POST Login Attempt,application,T1190,high
47,OpenCanary - HTTPPROXY Login Attempt,application,T1090,high
48,OpenCanary - MSSQL Login Attempt Via SQLAuth,application,"T1003, T1213",high
49,OpenCanary - MSSQL Login Attempt Via Windows Authentication,application,"T1003, T1213",high
50,OpenCanary - MySQL Login Attempt,application,"T1003, T1213",high
51,OpenCanary - NMAP FIN Scan,application,T1046,high
52,OpenCanary - NMAP NULL Scan,application,T1046,high
53,OpenCanary - NMAP OS Scan,application,T1046,high
54,OpenCanary - NMAP XMAS Scan,application,T1046,high
55,OpenCanary - NTP Monlist Request,application,T1498,high
56,OpenCanary - RDP New Connection Attempt,application,"T1133, T1021.001",high
57,OpenCanary - REDIS Action Command Attempt,application,"T1003, T1213",high
58,OpenCanary - SIP Request,application,T1123,high
59,OpenCanary - SMB File Open Request,application,"T1021, T1005",high
60,OpenCanary - SNMP OID Request,application,"T1016, T1021",high
61,OpenCanary - SSH Login Attempt,application,"T1133, T1021, T1078",high
62,OpenCanary - SSH New Connection Attempt,application,"T1133, T1021, T1078",high
63,OpenCanary - Telnet Login Attempt,application,"T1133, T1078",high
64,OpenCanary - TFTP Request,application,T1041,high
65,OpenCanary - VNC Connection Attempt,application,T1021,high
66,Outdated Dependency Or Vulnerability Alert Disabled,application,T1195.001,high
67,Possible DCSync Attack,application,T1033,high
68,Potential JNDI Injection Exploitation In JVM Based Application,application,T1190,high
69,Potential Local File Read Vulnerability In JVM Based Application,application,T1190,high
70,Potential OGNL Injection Exploitation In JVM Based Application,application,T1190,high
71,Potential RCE Exploitation Attempt In NodeJS,application,T1190,high
72,Potential Remote Command Execution In Pod Container,application,T1609,medium
73,Potential Server Side Template Injection In Velocity,application,T1190,high
74,Potential Sidecar Injection Into Running Deployment,application,T1609,medium
75,Potential SpEL Injection In Spring Framework,application,T1190,high
76,Potential XXE Exploitation Attempt In JVM Based Application,application,T1190,high
77,Privileged Container Deployed,application,T1611,low
78,Process Execution Error In JVM Based Application,application,T1190,high
79,Python SQL Exceptions,application,T1190,medium
80,RBAC Permission Enumeration Attempt,application,"T1069.003, T1087.004",low
81,Recon Activity via SASec,application,,high
82,Remote DCOM/WMI Lateral Movement,application,"T1021.003, T1047",high
83,Remote Encrypting File System Abuse,application,,high
84,Remote Event Log Recon,application,,high
85,Remote Printing Abuse for Lateral Movement,application,,high
86,Remote Registry Lateral Movement,application,T1112,high
87,Remote Registry Recon,application,,high
88,Remote Schedule Task Lateral Movement via ATSvc,application,"T1053, T1053.002",high
89,Remote Schedule Task Lateral Movement via ITaskSchedulerService,application,"T1053, T1053.002",high
90,Remote Schedule Task Lateral Movement via SASec,application,"T1053, T1053.002",high
91,Remote Schedule Task Recon via AtScv,application,,high
92,Remote Schedule Task Recon via ITaskSchedulerService,application,,high
93,Remote Server Service Abuse,application,,high
94,Remote Server Service Abuse for Lateral Movement,application,T1569.002,high
95,Ruby on Rails Framework Exceptions,application,T1190,medium
96,SharpHound Recon Account Discovery,application,T1087,high
97,SharpHound Recon Sessions,application,T1033,high
98,Spring Framework Exceptions,application,T1190,medium
99,Suspicious SQL Error Messages,application,T1190,high
100,Antivirus - APT Malware Signature,category,"T1203, T1219.002",critical
101,Antivirus - Exploitation Framework Signature,category,"T1203, T1219.002",critical
102,Antivirus - Hacktool Signature,category,T1204,high
103,Antivirus - Password Dumper Signature,category,"T1003, T1558, T1003.001, T1003.002",critical
104,Antivirus - Ransomware Signature,category,T1486,critical
105,Antivirus - Relevant File Paths Alerts Signature,category,T1588,high
106,Antivirus - Remote Access Tools Signature,category,"T1203, T1219.002",critical
107,Antivirus - Web Shell Detection Signature,category,T1505.003,high
108,Suspicious SQL Query,category,"T1190, T1505.001",medium
109,Account Created And Deleted Within A Close Time Frame,cloud,T1078,high
110,Account Disabled or Blocked for Sign in Attempts,cloud,T1078.004,medium
111,Account Lockout,cloud,T1110,medium
112,Activity From Anonymous IP Address,cloud,T1078,high
113,Activity from Anonymous IP Addresses,cloud,T1573,medium
114,Activity from Infrequent Country,cloud,T1573,medium
115,Activity from Suspicious IP Addresses,cloud,T1573,medium
116,Activity Performed by Terminated User,cloud,,medium
117,Added Credentials to Existing Application,cloud,T1098.001,high
118,Added Owner To Application,cloud,T1552,medium
119,Anomalous Token,cloud,T1528,high
120,Anomalous User Activity,cloud,T1098,high
121,Anonymous IP Address,cloud,T1528,high
122,App Assigned To Azure RBAC/Microsoft Entra Role,cloud,T1098.003,medium
123,App Granted Microsoft Permissions,cloud,T1528,high
124,App Granted Privileged Delegated Or App Permissions,cloud,T1098.003,high
125,Application AppID Uri Configuration Changes,cloud,"T1552, T1078.004",high
126,Application URI Configuration Changes,cloud,"T1528, T1078.004",high
127,Application Using Device Code Authentication Flow,cloud,T1078,medium
128,Applications That Are Using ROPC Authentication Flow,cloud,T1078,medium
129,Atypical Travel,cloud,T1078,high
130,AWS Bedrock Guardrail Deleted,cloud,T1685,medium
131,AWS Bedrock Guardrail Updated,cloud,T1685,medium
132,AWS Bucket Deleted,cloud,,medium
133,AWS CloudTrail Important Change,cloud,T1685.002,medium
134,AWS Config Disabling Channel/Recorder,cloud,T1685.002,high
135,AWS Console GetSigninToken Potential Abuse,cloud,"T1021.007, T1550.001",medium
136,AWS ConsoleLogin Failed Authentication,cloud,T1110,medium
137,AWS EC2 Disable EBS Encryption,cloud,"T1486, T1565",medium
138,AWS EC2 Startup Shell Script Change,cloud,"T1059.001, T1059.003, T1059.004",high
139,AWS EC2 VM Export Failure,cloud,"T1005, T1537",low
140,AWS ECS Task Definition That Queries The Credential Endpoint,cloud,T1525,medium
141,AWS EFS Fileshare Modified or Deleted,cloud,,medium
142,AWS EFS Fileshare Mount Modified or Deleted,cloud,T1485,medium
143,AWS EKS Cluster Created or Deleted,cloud,T1485,low
144,AWS ElastiCache Security Group Created,cloud,"T1136, T1136.003",low
145,AWS ElastiCache Security Group Modified or Deleted,cloud,T1531,low
146,AWS EnableRegion Command Monitoring,cloud,,medium
147,AWS Glue Development Endpoint Activity,cloud,,low
148,AWS GuardDuty Detector Deleted Or Updated,cloud,"T1685, T1685.002",high
149,AWS GuardDuty Important Change,cloud,T1685,high
150,AWS IAM Backdoor Users Keys,cloud,T1098,medium
151,AWS IAM S3Browser LoginProfile Creation,cloud,"T1059.009, T1078.004",high
152,AWS IAM S3Browser Templated S3 Bucket Policy Creation,cloud,"T1059.009, T1078.004",high
153,AWS IAM S3Browser User or AccessKey Creation,cloud,"T1059.009, T1078.004",high
154,AWS Identity Center Identity Provider Change,cloud,T1556,high
155,AWS Key Pair Import Activity,cloud,T1078,medium
156,AWS KMS Imported Key Material Usage,cloud,"T1486, T1608.003",high
157,AWS New Lambda Layer Attached,cloud,,low
158,AWS RDS Master Password Change,cloud,T1020,medium
159,AWS Root Credentials,cloud,T1078.004,medium
160,AWS Route 53 Domain Transfer Lock Disabled,cloud,T1098,low
161,AWS Route 53 Domain Transferred to Another Account,cloud,T1098,low
162,AWS S3 Bucket Versioning Disable,cloud,T1490,medium
163,AWS S3 Data Management Tampering,cloud,T1537,low
164,AWS SAML Provider Deletion Activity,cloud,"T1078.004, T1531",medium
165,AWS SecurityHub Findings Evasion,cloud,T1685,high
166,AWS Snapshot Backup Exfiltration,cloud,T1537,medium
167,AWS STS AssumeRole Misuse,cloud,"T1548, T1550, T1550.001",low
168,AWS STS GetCallerIdentity Enumeration Via TruffleHog,cloud,T1087.004,medium
169,AWS STS GetSessionToken Misuse,cloud,"T1548, T1550, T1550.001",low
170,AWS Successful Console Login Without MFA,cloud,T1078.004,medium
171,AWS Suspicious SAML Activity,cloud,"T1078, T1548, T1550, T1550.001",medium
172,AWS User Login Profile Was Modified,cloud,T1098,high
173,AWS VPC Flow Logs Deleted,cloud,,high
174,Azure Active Directory Hybrid Health AD FS New Server,cloud,T1578,medium
175,Azure Active Directory Hybrid Health AD FS Service Delete,cloud,T1578.003,medium
176,Azure AD Account Credential Leaked,cloud,T1589,high
177,Azure AD Only Single Factor Authentication Required,cloud,"T1078.004, T1556.006",low
178,Azure AD Threat Intelligence,cloud,T1078,high
179,Azure Application Deleted,cloud,T1489,medium
180,Azure Application Gateway Modified or Deleted,cloud,,medium
181,Azure Application Security Group Modified or Deleted,cloud,,medium
182,Azure Container Registry Created or Deleted,cloud,"T1485, T1496, T1489",low
183,Azure Device No Longer Managed or Compliant,cloud,,medium
184,Azure Device or Configuration Modified or Deleted,cloud,"T1485, T1565.001",medium
185,Azure DNS Zone Modified or Deleted,cloud,T1565.001,medium
186,Azure Domain Federation Settings Modified,cloud,T1078,medium
187,Azure Firewall Modified or Deleted,cloud,T1686.001,medium
188,Azure Firewall Rule Collection Modified or Deleted,cloud,T1686.001,medium
189,Azure Firewall Rule Configuration Modified or Deleted,cloud,,medium
190,Azure Key Vault Modified or Deleted,cloud,"T1552, T1552.001",medium
191,Azure Keyvault Key Modified or Deleted,cloud,"T1552, T1552.001",medium
192,Azure Keyvault Secrets Modified or Deleted,cloud,"T1552, T1552.001",medium
193,Azure Kubernetes Admission Controller,cloud,"T1078, T1552, T1552.007",medium
194,Azure Kubernetes Cluster Created or Deleted,cloud,"T1485, T1496, T1489",low
195,Azure Kubernetes CronJob,cloud,T1053.003,medium
196,Azure Kubernetes Events Deleted,cloud,T1685,medium
197,Azure Kubernetes Network Policy Change,cloud,"T1485, T1496, T1489",medium
198,Azure Kubernetes Pods Deleted,cloud,,medium
199,Azure Kubernetes RoleBinding/ClusterRoleBinding Modified and Deleted,cloud,"T1485, T1496, T1489",medium
200,Azure Kubernetes Secret or Config Object Access,cloud,"T1485, T1496, T1489",medium
201,Azure Kubernetes Sensitive Role Access,cloud,"T1485, T1496, T1489",medium
202,Azure Kubernetes Service Account Modified or Deleted,cloud,"T1531, T1485, T1496, T1489",medium
203,Azure Login Bypassing Conditional Access Policies,cloud,T1078,high
204,Azure Network Firewall Policy Modified or Deleted,cloud,T1686.001,medium
205,Azure Network Security Configuration Modified or Deleted,cloud,,medium
206,Azure New CloudShell Created,cloud,T1059,medium
207,Azure Owner Removed From Application or Service Principal,cloud,,medium
208,Azure Point-to-site VPN Modified or Deleted,cloud,,medium
209,Azure Service Principal Created,cloud,,medium
210,Azure Service Principal Removed,cloud,,medium
211,Azure Subscription Permission Elevation Via ActivityLogs,cloud,T1078.004,high
212,Azure Subscription Permission Elevation Via AuditLogs,cloud,T1078,high
213,Azure Suppression Rule Created,cloud,,medium
214,Azure Unusual Authentication Interruption,cloud,T1078,medium
215,Azure Virtual Network Device Modified or Deleted,cloud,,medium
216,Azure Virtual Network Modified or Deleted,cloud,,medium
217,Azure VPN Connection Modified or Deleted,cloud,,medium
218,Bitlocker Key Retrieval,cloud,T1078.004,medium
219,Bulk Deletion Changes To Privileged Account Permissions,cloud,T1098,high
220,CA Policy Removed by Non Approved Actor,cloud,"T1548, T1556",medium
221,CA Policy Updated by Non Approved Actor,cloud,"T1548, T1556",medium
222,Certificate-Based Authentication Enabled,cloud,T1556,medium
223,Change to Authentication Method,cloud,"T1556, T1098",medium
224,Changes to Device Registration Policy,cloud,T1484,high
225,Changes To PIM Settings,cloud,T1078.004,high
226,Data Exfiltration to Unsanctioned Apps,cloud,T1537,medium
227,Delegated Permissions Granted For All Users,cloud,T1528,high
228,Device Registration or Join Without MFA,cloud,T1078.004,medium
229,Disabled MFA to Bypass Authentication Mechanisms,cloud,T1556,medium
230,Disabling Multi Factor Authentication,cloud,T1556.006,high
231,Discovery Using AzureHound,cloud,"T1087.004, T1526",high
232,End User Consent,cloud,T1528,low
233,End User Consent Blocked,cloud,T1528,medium
234,GCP Access Policy Deleted,cloud,T1098,medium
235,GCP Break-glass Container Workload Deployed,cloud,T1548,medium
236,Google Cloud DNS Zone Modified or Deleted,cloud,,medium
237,Google Cloud Firewall Modified or Deleted,cloud,T1685,medium
238,Google Cloud Kubernetes Admission Controller,cloud,"T1078, T1552, T1552.007",medium
239,Google Cloud Kubernetes CronJob,cloud,,medium
240,Google Cloud Kubernetes RoleBinding,cloud,,medium
241,Google Cloud Kubernetes Secrets Modified or Deleted,cloud,,medium
242,Google Cloud Re-identifies Sensitive Information,cloud,T1565,medium
243,Google Cloud Service Account Disabled or Deleted,cloud,T1531,medium
244,Google Cloud Service Account Modified,cloud,,medium
245,Google Cloud SQL Database Modified or Deleted,cloud,,medium
246,Google Cloud Storage Buckets Enumeration,cloud,,low
247,Google Cloud Storage Buckets Modified or Deleted,cloud,,medium
248,Google Cloud VPN Tunnel Modified or Deleted,cloud,,medium
249,Google Full Network Traffic Packet Capture,cloud,T1074,medium
250,Google Workspace Application Access Level Modified,cloud,T1098.003,medium
251,Google Workspace Application Removed,cloud,,medium
252,Google Workspace Government Attack Warning,cloud,T1078,medium
253,Google Workspace Granted Domain API Access,cloud,T1098,medium
254,Google Workspace MFA Disabled,cloud,,medium
255,Google Workspace Out Of Domain Email Forwarding,cloud,T1114.003,medium
256,Google Workspace Role Modified or Deleted,cloud,,medium
257,Google Workspace Role Privilege Deleted,cloud,,medium
258,Google Workspace User Granted Admin Privileges,cloud,T1098,medium
259,Granting Of Permissions To An Account,cloud,T1098.003,medium
260,Guest User Invited By Non Approved Inviters,cloud,T1078.004,medium
261,Impossible Travel,cloud,T1078,high
262,Ingress/Egress Security Group Modification,cloud,T1190,medium
263,Invalid PIM License,cloud,T1078,high
264,LoadBalancer Security Group Modification,cloud,T1190,medium
265,Login to Disabled Account,cloud,T1078.004,medium
266,Logon from a Risky IP Address,cloud,T1078,medium
267,Malicious IP Address Sign-In Failure Rate,cloud,T1090,high
268,Malicious IP Address Sign-In Suspicious,cloud,T1090,high
269,Malicious Usage Of IMDS Credentials Outside Of AWS Infrastructure,cloud,"T1078, T1078.002",high
270,Microsoft 365 - Impossible Travel Activity,cloud,T1078,medium
271,Microsoft 365 - Potential Ransomware Activity,cloud,T1486,medium
272,Microsoft 365 - Unusual Volume of File Deletion,cloud,T1485,medium
273,Microsoft 365 - User Restricted from Sending Email,cloud,T1199,medium
274,Modification or Deletion of an AWS RDS Cluster,cloud,T1020,high
275,Multi Factor Authentication Disabled For User Account,cloud,,medium
276,Multifactor Authentication Denied,cloud,"T1078.004, T1110, T1621",medium
277,Multifactor Authentication Interrupted,cloud,"T1078.004, T1110, T1621",medium
278,New AWS Lambda Function URL Configuration Created,cloud,,medium
279,New CA Policy by Non-approved Actor,cloud,T1548,medium
280,New Country,cloud,T1078,high
281,New Federated Domain Added,cloud,T1484.002,medium
282,New Federated Domain Added - Exchange,cloud,T1136.003,medium
283,New Network ACL Entry Added,cloud,T1686.001,low
284,New Network Route Added,cloud,T1686.001,medium
285,New Root Certificate Authority Added,cloud,T1556,medium
286,Number Of Resource Creation Or Deployment Activities,cloud,T1098,medium
287,Password Reset By User Account,cloud,T1078.004,medium
288,Password Spray Activity,cloud,T1110,high
289,PIM Alert Setting Changes To Disabled,cloud,T1078,high
290,PIM Approvals And Deny Elevation,cloud,T1078.004,high
291,Potential Bucket Enumeration on AWS,cloud,"T1580, T1619",low
292,Potential Malicious Usage of CloudTrail System Manager,cloud,"T1566, T1566.002",high
293,Potential MFA Bypass Using Legacy Client Authentication,cloud,"T1078.004, T1110",high
294,Primary Refresh Token Access Attempt,cloud,T1528,high
295,Privileged Account Creation,cloud,T1078.004,medium
296,PST Export Alert Using eDiscovery Alert,cloud,T1114,medium
297,PST Export Alert Using New-ComplianceSearchAction,cloud,T1114,medium
298,PUA - AWS TruffleHog Execution,cloud,"T1555, T1003",medium
299,Rare Subscription-level Operations In Azure,cloud,T1003,medium
300,RDS Database Security Group Modification,cloud,T1190,medium
301,Restore Public AWS RDS Instance,cloud,T1020,high
302,Roles Activated Too Frequently,cloud,T1078,high
303,Roles Activation Doesn't Require MFA,cloud,T1078,high
304,Roles Are Not Being Used,cloud,T1078,high
305,Roles Assigned Outside PIM,cloud,T1078,high
306,SAML Token Issuer Anomaly,cloud,T1606,high
307,SES Identity Has Been Deleted,cloud,T1070,medium
308,Sign-in Failure Due to Conditional Access Requirements Not Met,cloud,"T1110, T1078.004",high
309,Sign-In From Malware Infected IP,cloud,T1090,high
310,Sign-ins by Unknown Devices,cloud,T1078.004,low
311,Sign-ins from Non-Compliant Devices,cloud,T1078.004,high
312,Stale Accounts In A Privileged Role,cloud,T1078,high
313,Suspicious Browser Activity,cloud,T1078,high
314,Suspicious Email Delivered In Microsoft 365,cloud,"T1566.001, T1566.002",medium
315,Suspicious Inbox Forwarding,cloud,T1020,low
316,Suspicious Inbox Forwarding Identity Protection,cloud,T1114.003,high
317,Suspicious Inbox Manipulation Rules,cloud,T1140,high
318,Suspicious Login Activity Classified By Google,cloud,T1078.004,medium
319,Suspicious OAuth App File Download Activities,cloud,,medium
320,Suspicious SignIns From A Non Registered Device,cloud,T1078,high
321,Temporary Access Pass Added To An Account,cloud,T1078.004,high
322,Too Many Global Admins,cloud,T1078,high
323,Unfamiliar Sign-In Properties,cloud,T1078,high
324,Use of Legacy Authentication Protocols,cloud,"T1078.004, T1110",high
325,User Access Blocked by Azure Conditional Access,cloud,"T1110, T1078.004",medium
326,User Added to an Administrator's Azure AD Role,cloud,"T1098.003, T1078",medium
327,User Added To Group With CA Policy Modification Access,cloud,"T1548, T1556",medium
328,User Added To Privilege Role,cloud,T1078.004,high
329,User Removed From Group With CA Policy Modification Access,cloud,"T1548, T1556",medium
330,User Risk and MFA Registration Policy Updated,cloud,,high
331,User State Changed From Guest To Member,cloud,T1078.004,medium
332,Users Added to Global or Device Admin Roles,cloud,T1078.004,high
333,Windows LAPS Credential Dump From Entra ID,cloud,T1098.005,high
334,Cisco Duo Successful MFA Authentication Via Bypass Code,identity,,medium
335,New Okta User Created,identity,,informational
336,Okta Admin Functions Access Through Proxy,identity,,medium
337,Okta Admin Role Assigned to an User or Group,identity,T1098.003,medium
338,Okta Admin Role Assignment Created,identity,,medium
339,Okta API Token Created,identity,,medium
340,Okta API Token Revoked,identity,,medium
341,Okta Application Modified or Deleted,identity,,medium
342,Okta Application Sign-On Policy Modified or Deleted,identity,,medium
343,Okta FastPass Phishing Detection,identity,T1566,high
344,Okta Identity Provider Created,identity,T1098.001,medium
345,Okta MFA Reset or Deactivated,identity,T1556.006,medium
346,Okta Network Zone Deactivated or Deleted,identity,,medium
347,Okta New Admin Console Behaviours,identity,T1078.004,high
348,Okta Policy Modified or Deleted,identity,,low
349,Okta Policy Rule Modified or Deleted,identity,,medium
350,Okta Security Threat Detected,identity,,medium
351,Okta Suspicious Activity Reported by End-user,identity,T1586.003,high
352,Okta Unauthorized Access to App,identity,,medium
353,Okta User Account Locked Out,identity,T1531,medium
354,Okta User Session Start Via An Anonymising Proxy Service,identity,T1685,high
355,OneLogin User Account Locked,identity,,low
356,OneLogin User Assumed Another User,identity,,low
357,Potential Okta Password in AlternateID Field,identity,T1552,high
358,Access of Sudoers File Content,linux,T1592.004,medium
359,ASLR Disabled Via Sysctl or Direct Syscall - Linux,linux,"T1685, T1055.009",high
360,Audio Capture,linux,T1123,low
361,Audit Rules Deleted Via Auditctl,linux,T1685.004,high
362,Auditing Configuration Changes on Linux Host,linux,T1685,high
363,Bash Interactive Shell,linux,,low
364,Binary Padding - Linux,linux,T1027.001,high
365,BPFDoor Abnormal Process ID or Lock File Accessed,linux,"T1106, T1059",high
366,Bpfdoor TCP Ports Redirect,linux,T1686,medium
367,BPFtrace Unsafe Option Usage,linux,T1059.004,medium
368,Buffer Overflow Attempts,linux,T1068,high
369,Capabilities Discovery - Linux,linux,T1083,low
370,Capsh Shell Invocation - Linux,linux,T1059,high
371,Chmod Targeting Sensitive Directories,linux,T1222.002,medium
372,Clear or Disable Kernel Ring Buffer Logs via Syslog Syscall,linux,T1685.006,medium
373,Clipboard Collection of Image Data with Xclip Tool,linux,T1115,low
374,Clipboard Collection with Xclip Tool,linux,T1115,low
375,Clipboard Collection with Xclip Tool - Auditd,linux,T1115,low
376,Code Injection by ld.so Preload,linux,T1574.006,high
377,Commands to Clear or Remove the Syslog - Builtin,linux,T1565.001,high
378,Communication To LocaltoNet Tunneling Service Initiated - Linux,linux,"T1572, T1090, T1102",high
379,Communication To Ngrok Tunneling Service - Linux,linux,"T1567, T1568.002, T1572, T1090, T1102",high
380,Connection Proxy,linux,T1090,low
381,Container Residence Discovery Via Proc Virtual FS,linux,T1082,low
382,Copy Passwd Or Shadow From TMP Path,linux,T1552.001,high
383,Creation Of An User Account,linux,T1136.001,medium
384,Credentials In Files - Linux,linux,T1552.001,high
385,Crontab Enumeration,linux,T1007,low
386,Curl Usage on Linux,linux,T1105,low
387,Data Compressed,linux,T1560.001,low
388,Data Exfiltration with Wget,linux,T1048.003,medium
389,DD File Overwrite,linux,T1485,low
390,Decode Base64 Encoded Text,linux,T1027,low
391,Disable Or Stop Services,linux,"T1685, T1489",medium
392,Disable System Firewall,linux,T1686,high
393,Disabling Security Tools,linux,T1686,medium
394,Disabling Security Tools - Builtin,linux,T1686,medium
395,Docker Container Discovery Via Dockerenv Listing,linux,T1082,low
396,Download File To Potentially Suspicious Directory Via Wget,linux,T1105,medium
397,Enable BPF Kprobes Tracing,linux,,medium
398,Equation Group Indicators,linux,T1059.004,high
399,ESXi Account Creation Via ESXCLI,linux,"T1136, T1059.012",medium
400,ESXi Admin Permission Assigned To Account Via ESXCLI,linux,"T1059.012, T1098",high
401,ESXi Network Configuration Discovery Via ESXCLI,linux,"T1033, T1007, T1059.012",medium
402,ESXi Storage Information Discovery Via ESXCLI,linux,"T1033, T1007, T1059.012",medium
403,ESXi Syslog Configuration Change Via ESXCLI,linux,"T1685, T1690, T1059.012",medium
404,ESXi System Information Discovery Via ESXCLI,linux,"T1033, T1007, T1059.012",medium
405,ESXi VM Kill Via ESXCLI,linux,"T1059.012, T1529",medium
406,ESXi VM List Discovery Via ESXCLI,linux,"T1033, T1007, T1059.012",medium
407,ESXi VSAN Information Discovery Via ESXCLI,linux,"T1033, T1007, T1059.012",medium
408,Execution Of Script Located In Potentially Suspicious Directory,linux,,medium
409,File and Directory Discovery - Linux,linux,T1083,informational
410,File Deletion,linux,T1070.004,informational
411,File or Folder Permissions Change,linux,T1222.002,low
412,File Time Attribute Change - Linux,linux,T1070.006,medium
413,Flush Iptables Ufw Chain,linux,T1686,medium
414,Group Has Been Deleted Via Groupdel,linux,T1531,medium
415,Guacamole Two Users Sharing Session Anomaly,linux,T1212,high
416,Hidden Files and Directories,linux,T1564.001,low
417,History File Deletion,linux,T1565.001,high
418,Inline Python Execution - Spawn Shell Via OS System Library,linux,T1059,high
419,Install Root Certificate,linux,T1553.004,low
420,Interactive Bash Suspicious Children,linux,"T1059.004, T1036",medium
421,JexBoss Command Sequence,linux,T1059.004,high
422,Kaspersky Endpoint Security Stopped Via CommandLine - Linux,linux,T1685,high
423,Linux Base64 Encoded Pipe to Shell,linux,T1140,medium
424,Linux Base64 Encoded Shebang In CLI,linux,T1140,medium
425,Linux Capabilities Discovery,linux,"T1083, T1548",low
426,Linux Command History Tampering,linux,T1070.003,high
427,Linux Crypto Mining Indicators,linux,T1496,high
428,Linux Crypto Mining Pool Connections,linux,T1496,high
429,Linux Doas Conf File Creation,linux,T1548,medium
430,Linux Doas Tool Execution,linux,T1548,low
431,Linux HackTool Execution,linux,T1587,high
432,Linux Keylogging with Pam.d,linux,"T1003, T1056.001",high
433,Linux Logs Clearing Attempts,linux,T1685.006,medium
434,Linux Network Service Scanning - Auditd,linux,T1046,low
435,Linux Network Service Scanning Tools Execution,linux,T1046,low
436,Linux Package Uninstall,linux,T1070,low
437,Linux Recon Indicators,linux,"T1592.004, T1552.001",high
438,Linux Remote System Discovery,linux,T1018,low
439,Linux Reverse Shell Indicator,linux,T1059.004,critical
440,Linux Setgid Capability Set on a Binary via Setcap Utility,linux,"T1548, T1554",low
441,Linux Setuid Capability Set on a Binary via Setcap Utility,linux,"T1548, T1554",low
442,Linux Shell Pipe to Shell,linux,T1140,medium
443,Linux Sudo Chroot Execution,linux,T1068,low
444,Linux Webshell Indicators,linux,T1505.003,high
445,Loading of Kernel Module via Insmod,linux,T1547.006,high
446,Local Groups Discovery - Linux,linux,T1069.001,low
447,Local System Accounts Discovery - Linux,linux,T1087.001,low
448,Logging Configuration Changes on Linux Host,linux,T1685,high
449,Mask System Power Settings Via Systemctl,linux,T1653,high
450,Masquerading as Linux Crond Process,linux,T1036.003,medium
451,Modification of ld.so.preload,linux,T1574.006,high
452,Modify System Firewall,linux,T1686,medium
453,Modifying Crontab,linux,T1053.003,medium
454,Mount Execution With Hidepid Parameter,linux,T1564,medium
455,Named Pipe Created Via Mkfifo,linux,,low
456,Network Sniffing - Linux,linux,T1040,low
457,New Cron File Created,linux,T1053.003,low
458,Nohup Execution,linux,T1059.004,medium
459,OMIGOD SCX RunAsProvider ExecuteScript,linux,"T1068, T1190, T1203",high
460,OMIGOD SCX RunAsProvider ExecuteShellCommand,linux,"T1068, T1190, T1203",high
461,OS Architecture Discovery Via Grep,linux,T1082,low
462,Overwriting the File with Dev Zero or Null,linux,T1485,low
