sl no,Detection Name,Category,TTP,Severity
1625,New Service Creation Using PowerShell,windows,T1543.003,low
1626,New Service Creation Using Sc.EXE,windows,T1543.003,low
1627,New TimeProviders Registered With Uncommon DLL Name,windows,T1547.003,high
1628,New User Account Creation Attempt Via ADSI,windows,"T1136.001, T1136.002",medium
1629,New User Account Creation Attempt Via ADSI in CommandLine,windows,"T1136.001, T1136.002",medium
1630,New User Created Via Net.EXE,windows,T1136.001,medium
1631,New User Created Via Net.EXE With Never Expire Option,windows,T1136.001,high
1632,New Virtual Smart Card Created Via TpmVscMgr.EXE,windows,,medium
1633,NewActiveScriptEventConsumer Creation Attempt via Wmic.EXE,windows,T1546.003,high
1634,Ngrok Usage with Remote Desktop Service,windows,T1090,high
1635,Nltest.EXE Execution,windows,"T1016, T1018, T1482",low
1636,No Suitable Encryption Key Found For Generating Kerberos Ticket,windows,T1558.003,low
1637,Node Process Executions,windows,"T1127, T1059.007",medium
1638,NodeJS Execution of JavaScript File,windows,T1059.007,low
1639,Non Interactive PowerShell Process Spawned,windows,T1059.001,low
1640,Non-privileged Usage of Reg or Powershell,windows,T1112,high
1641,Notepad Password Files Discovery,windows,T1083,low
1642,Notepad++ Updater DNS Query to Uncommon Domains,windows,"T1195.002, T1557",medium
1643,Nslookup PowerShell Download Cradle,windows,T1059.001,medium
1644,Nslookup PowerShell Download Cradle - ProcessCreation,windows,,medium
1645,NtdllPipe Like Activity Execution,windows,,high
1646,NTDS Exfiltration Filename Patterns,windows,T1003.003,high
1647,NTDS.DIT Created,windows,T1003.003,low
1648,NTDS.DIT Creation By Uncommon Parent Process,windows,T1003.003,high
1649,NTDS.DIT Creation By Uncommon Process,windows,"T1003.002, T1003.003",high
1650,Ntdsutil Abuse,windows,T1003.003,medium
1651,NTFS Alternate Data Stream,windows,"T1564.004, T1059.001",high
1652,NTFS Vulnerability Exploitation,windows,T1499.001,high
1653,NTLM Brute Force,windows,T1110,medium
1654,NTLM Hash Leak Via Curl NTLM Authentication,windows,T1187,high
1655,NTLM Logon,windows,T1550.002,low
1656,NTLMv1 Logon Between Client and Server,windows,T1550.002,medium
1657,Obfuscated IP Download Activity,windows,,medium
1658,Obfuscated IP Via CLI,windows,,medium
1659,Obfuscated PowerShell MSI Install via WindowsInstaller COM,windows,"T1027.010, T1218.007, T1059.001",high
1660,Obfuscated PowerShell OneLiner Execution,windows,"T1059.001, T1685",high
1661,Octopus Scanner Malware,windows,"T1195, T1195.001",high
1662,Odbcconf.EXE Suspicious DLL Location,windows,T1218.008,high
1663,Office Application Initiated Network Connection Over Uncommon Ports,windows,,medium
1664,Office Application Initiated Network Connection To Non-Local IP,windows,T1203,medium
1665,Office Application Startup - Office Test,windows,T1137.002,medium
1666,Office Autorun Keys Modification,windows,T1547.001,medium
1667,Office Macro File Creation,windows,T1566.001,low
1668,Office Macro File Creation From Suspicious Process,windows,T1566.001,high
1669,Office Macro File Download,windows,T1566.001,low
1670,Office Macros Warning Disabled,windows,T1112,high
1671,Old TLS1.0/TLS1.1 Protocol Version Enabled,windows,,medium
1672,OneNote Attachment File Dropped In Suspicious Location,windows,,medium
1673,OneNote.EXE Execution of Malicious Embedded Scripts,windows,T1218.001,high
1674,OpenEDR Spawning Command Shell,windows,"T1059.003, T1021.004, T1219",medium
1675,OpenSSH Server Listening On Socket,windows,T1021.004,medium
1676,OpenWith.exe Executes Specified Binary,windows,T1218,high
1677,Operator Bloopers Cobalt Strike Commands,windows,T1059.003,high
1678,Operator Bloopers Cobalt Strike Modules,windows,T1059.003,high
1679,Outbound Network Connection Initiated By Cmstp.EXE,windows,T1218.003,high
1680,Outbound Network Connection Initiated By Microsoft Dialer,windows,T1071.001,high
1681,Outbound Network Connection Initiated By Script Interpreter,windows,T1105,high
1682,Outbound Network Connection To Public IP Via Winlogon,windows,T1218.011,medium
1683,Outbound RDP Connections Over Non-Standard Tools,windows,T1021.001,high
1684,Outgoing Logon with New Credentials,windows,T1550,low
1685,Outlook EnableUnsafeClientMailRules Setting Enabled,windows,"T1059, T1202",high
1686,Outlook EnableUnsafeClientMailRules Setting Enabled - Registry,windows,T1112,high
1687,Outlook Macro Execution Without Warning Setting Enabled,windows,"T1137, T1008, T1546",high
1688,Outlook Security Settings Updated - Registry,windows,T1137,medium
1689,PAExec Service Installation,windows,T1569.002,medium
1690,Pass the Hash Activity 2,windows,T1550.002,medium
1691,Password Change on Directory Service Restore Mode (DSRM) Account,windows,T1098,high
1692,Password Dumper Activity on LSASS,windows,T1003.001,high
1693,Password Dumper Remote Thread in LSASS,windows,T1003.001,high
1694,Password Policy Discovery With Get-AdDefaultDomainPasswordPolicy,windows,T1201,low
1695,Password Policy Enumerated,windows,T1201,medium
1696,Password Protected ZIP File Opened,windows,T1027,medium
1697,Password Protected ZIP File Opened (Email Attachment),windows,"T1027, T1566.001",high
1698,Password Protected ZIP File Opened (Suspicious Filenames),windows,"T1027, T1105, T1036",high
1699,Password Provided In Command Line Of Net.EXE,windows,"T1021.002, T1078",medium
1700,Password Set to Never Expire via WMI,windows,"T1047, T1098",medium
1701,Path To Screensaver Binary Modified,windows,T1546.002,medium
1702,PCRE.NET Package Image Load,windows,T1059,high
1703,PCRE.NET Package Temp Files,windows,T1059,high
1704,PDF File Created By RegEdit.EXE,windows,,high
1705,PDQ Deploy Remote Adminstartion Tool Execution,windows,T1072,medium
1706,Periodic Backup For System Registry Hives Enabled,windows,T1113,medium
1707,Perl Inline Command Execution,windows,T1059,medium
1708,Permission Check Via Accesschk.EXE,windows,T1069.001,medium
1709,Permission Misconfiguration Reconnaissance Via Findstr.EXE,windows,T1552.006,medium
1710,Persistence and Execution at Scale via GPO Scheduled Task,windows,T1053.005,high
1711,Persistence Via Disk Cleanup Handler - Autorun,windows,,medium
1712,Persistence Via Hhctrl.ocx,windows,,high
1713,Persistence Via New SIP Provider,windows,T1553.003,medium
1714,Persistence Via Sticky Key Backdoor,windows,T1546.008,critical
1715,Persistence Via TypedPaths - CommandLine,windows,,medium
1716,PetitPotam Suspicious Kerberos TGT Request,windows,T1187,high
1717,Phishing Pattern ISO in Archive,windows,T1566,high
1718,Php Inline Command Execution,windows,T1059,medium
1719,Ping Hex IP,windows,"T1140, T1027",high
1720,PktMon.EXE Execution,windows,T1040,medium
1721,Port Forwarding Activity Via SSH.EXE,windows,"T1572, T1021.001, T1021.004",medium
1722,Portable Gpg.EXE Execution,windows,T1486,medium
1723,Possible DC Shadow Attack,windows,T1207,medium
1724,Possible Impacket SecretDump Remote Activity,windows,"T1003.002, T1003.004, T1003.003",high
1725,Possible PetitPotam Coerce Authentication Attempt,windows,T1187,high
1726,Possible Privilege Escalation via Weak Service Permissions,windows,T1574.011,high
1727,Possible Shadow Credentials Added,windows,T1556,high
1728,Potential 7za.DLL Sideloading,windows,T1574.001,low
1729,Potential Access Token Abuse,windows,T1134.001,medium
1730,Potential Active Directory Enumeration Using AD Module - ProcCreation,windows,,medium
1731,Potential Active Directory Enumeration Using AD Module - PsModule,windows,,medium
1732,Potential Active Directory Enumeration Using AD Module - PsScript,windows,,medium
1733,Potential Active Directory Reconnaissance/Enumeration Via LDAP,windows,"T1069.002, T1087.002, T1482",medium
1734,Potential AD User Enumeration From Non-Machine Account,windows,T1087.002,medium
1735,Potential Adplus.EXE Abuse,windows,T1003.001,high
1736,Potential Amazon SSM Agent Hijacking,windows,T1219.002,medium
1737,Potential AMSI Bypass Script Using NULL Bits,windows,T1685,medium
1738,Potential AMSI Bypass Using NULL Bits,windows,T1685,medium
1739,Potential AMSI Bypass Via .NET Reflection,windows,T1685,high
1740,Potential AMSI COM Server Hijacking,windows,T1685,high
1741,Potential Antivirus Software DLL Sideloading,windows,T1574.001,medium
1742,Potential Application Whitelisting Bypass via Dnx.EXE,windows,"T1218, T1027.004",medium
1743,Potential appverifUI.DLL Sideloading,windows,T1574.001,high
1744,Potential Arbitrary Code Execution Via Node.EXE,windows,T1127,high
1745,Potential Arbitrary Command Execution Using Msdt.EXE,windows,T1202,high
1746,Potential Arbitrary Command Execution Via FTP.EXE,windows,"T1059, T1202",medium
1747,Potential Arbitrary DLL Load Using Winword,windows,T1202,medium
1748,Potential Arbitrary File Download Using Office Application,windows,T1202,high
1749,Potential Arbitrary File Download Via Cmdl32.EXE,windows,"T1218, T1202",medium
1750,Potential AS-REP Roasting via Kerberos TGT Requests,windows,,medium
1751,Potential Attachment Manager Settings Associations Tamper,windows,,high
1752,Potential Attachment Manager Settings Attachments Tamper,windows,,high
1753,Potential AutoLogger Sessions Tampering,windows,T1685.001,high
1754,Potential AVKkid.DLL Sideloading,windows,T1574.001,medium
1755,Potential Azure Browser SSO Abuse,windows,T1574.001,low
1756,Potential Binary Impersonating Sysinternals Tools,windows,"T1218, T1202, T1036.005",medium
1757,Potential Binary Or Script Dropper Via PowerShell,windows,,medium
1758,Potential Binary Proxy Execution Via Cdb.EXE,windows,"T1106, T1218, T1127",medium
1759,Potential Binary Proxy Execution Via VSDiagnostics.EXE,windows,T1218,medium
1760,Potential Browser Data Stealing,windows,T1555.003,medium
1761,Potential CCleanerDU.DLL Sideloading,windows,T1574.001,medium
1762,Potential CCleanerReactivator.DLL Sideloading,windows,T1574.001,medium
1763,Potential Chrome Frame Helper DLL Sideloading,windows,T1574.001,medium
1764,Potential ClickFix Execution Pattern - Registry,windows,T1204.001,high
1765,Potential CobaltStrike Process Patterns,windows,T1059,high
1766,Potential CobaltStrike Service Installations - Registry,windows,"T1021.002, T1543.003, T1569.002",high
1767,Potential COM Object Hijacking Via TreatAs Subkey - Registry,windows,T1546.015,medium
1768,Potential COM Objects Download Cradles Usage - Process Creation,windows,T1105,medium
1769,Potential COM Objects Download Cradles Usage - PS Script,windows,T1105,medium
1770,Potential Command Line Path Traversal Evasion Attempt,windows,T1036,medium
1771,Potential Commandline Obfuscation Using Escape Characters,windows,T1140,medium
1772,Potential CommandLine Obfuscation Using Unicode Characters From Suspicious Image,windows,T1027,high
1773,Potential CommandLine Path Traversal Via Cmd.EXE,windows,T1059.003,high
1774,Potential Configuration And Service Reconnaissance Via Reg.EXE,windows,"T1012, T1007",medium
1775,Potential Cookies Session Hijacking,windows,,medium
1776,Potential Credential Dumping Activity Via LSASS,windows,T1003.001,medium
1777,Potential Credential Dumping Attempt Using New NetworkProvider - CLI,windows,T1003,high
1778,Potential Credential Dumping Attempt Using New NetworkProvider - REG,windows,T1003,medium
1779,Potential Credential Dumping Attempt Via PowerShell Remote Thread,windows,T1003.001,high
1780,Potential Credential Dumping Via LSASS Process Clone,windows,"T1003, T1003.001",critical
1781,Potential Credential Dumping Via LSASS SilentProcessExit Technique,windows,T1003.001,critical
1782,Potential Credential Dumping Via WER,windows,T1003.001,high
1783,Potential Crypto Mining Activity,windows,T1496,high
1784,Potential Data Exfiltration Activity Via CommandLine Tools,windows,T1059.001,high
1785,Potential Data Exfiltration Via Audio File,windows,,medium
1786,Potential Data Stealing Via Chromium Headless Debugging,windows,"T1185, T1564.003",high
1787,Potential DCOM InternetExplorer.Application DLL Hijack,windows,"T1021.002, T1021.003",critical
1788,Potential DCOM InternetExplorer.Application DLL Hijack - Image Load,windows,"T1021.002, T1021.003",critical
1789,Potential Defense Evasion Activity Via Emoji Usage In CommandLine - 1,windows,,high
1790,Potential Defense Evasion Activity Via Emoji Usage In CommandLine - 2,windows,,high
1791,Potential Defense Evasion Activity Via Emoji Usage In CommandLine - 3,windows,,high
1792,Potential Defense Evasion Activity Via Emoji Usage In CommandLine - 4,windows,,high
1793,Potential Defense Evasion Via Binary Rename,windows,T1036.003,medium
1794,Potential Defense Evasion Via Raw Disk Access By Uncommon Tools,windows,T1006,low
1795,Potential Defense Evasion Via Rename Of Highly Relevant Binaries,windows,T1036.003,high
1796,Potential Defense Evasion Via Right-to-Left Override,windows,T1036.002,high
1797,Potential Direct Syscall of NtOpenProcess,windows,T1106,medium
1798,Potential Discovery Activity Via Dnscmd.EXE,windows,,medium
1799,Potential DLL File Download Via PowerShell Invoke-WebRequest,windows,"T1059.001, T1105",medium
1800,Potential DLL Injection Or Execution Using Tracker.exe,windows,T1055.001,medium
1801,Potential DLL Injection Via AccCheckConsole,windows,,medium
1802,Potential DLL Sideloading Of DBGCORE.DLL,windows,T1574.001,medium
1803,Potential DLL Sideloading Of DBGHELP.DLL,windows,T1574.001,medium
1804,Potential DLL Sideloading Of DbgModel.DLL,windows,T1574.001,medium
1805,Potential DLL Sideloading Of KeyScramblerIE.DLL Via KeyScrambler.EXE,windows,T1574.001,high
1806,Potential DLL Sideloading Of Libcurl.DLL Via GUP.EXE,windows,T1574.001,medium
1807,Potential DLL Sideloading Of MpSvc.DLL,windows,T1574.001,medium
1808,Potential DLL Sideloading Of MsCorSvc.DLL,windows,T1574.001,medium
1809,Potential DLL Sideloading Of Non-Existent DLLs From System Folders,windows,T1574.001,high
1810,Potential DLL Sideloading Using Coregen.exe,windows,"T1218, T1055",medium
1811,Potential DLL Sideloading Via ClassicExplorer32.dll,windows,T1574.001,medium
1812,Potential DLL Sideloading Via comctl32.dll,windows,T1574.001,high
1813,Potential DLL Sideloading Via DeviceEnroller.EXE,windows,T1574.001,medium
1814,Potential DLL Sideloading Via JsSchHlp,windows,T1574.001,medium
1815,Potential DLL Sideloading Via VMware Xfer,windows,T1574.001,high
1816,Potential Dosfuscation Activity,windows,T1059,medium
1817,Potential Download/Upload Activity Using Type Command,windows,T1105,medium
1818,Potential Dropper Script Execution Via WScript/CScript/MSHTA,windows,"T1059.005, T1059.007",medium
1819,Potential EACore.DLL Sideloading,windows,T1574.001,high
1820,Potential Edputil.DLL Sideloading,windows,T1574.001,high
1821,Potential Encoded PowerShell Patterns In CommandLine,windows,"T1027, T1059.001",low
1822,Potential EventLog File Location Tampering,windows,T1685.001,high
1823,Potential Excel.EXE DCOM Lateral Movement Via ActivateMicrosoftApp,windows,T1021.003,high
1824,Potential Execution of Sysinternals Tools,windows,T1588.002,low
1825,Potential Fake Instance Of Hxtsr.EXE Executed,windows,T1036,medium
1826,Potential File Download Via MS-AppInstaller Protocol Handler,windows,T1218,medium
1827,Potential File Extension Spoofing Using Right-to-Left Override,windows,T1036.002,high
1828,Potential File Overwrite Via Sysinternals SDelete,windows,T1485,high
1829,Potential Goopdate.DLL Sideloading,windows,T1574.001,medium
1830,Potential Hidden Directory Creation Via NTFS INDEX_ALLOCATION Stream,windows,T1564.004,medium
1831,Potential Hidden Directory Creation Via NTFS INDEX_ALLOCATION Stream - CLI,windows,T1564.004,medium
1832,Potential Homoglyph Attack Using Lookalike Characters,windows,"T1036, T1036.003",medium
1833,Potential Homoglyph Attack Using Lookalike Characters in Filename,windows,"T1036, T1036.003",medium
1834,Potential In-Memory Execution Using Reflection.Assembly,windows,T1620,medium
1835,Potential Initial Access via DLL Search Order Hijacking,windows,"T1566, T1566.001, T1574, T1574.001",medium
1836,Potential Invoke-Mimikatz PowerShell Script,windows,T1003,high
1837,Potential Iviewers.DLL Sideloading,windows,T1574.001,high
1838,Potential JLI.dll Side-Loading,windows,T1574.001,high
1839,Potential Kerberos Coercion by Spoofing SPNs via DNS Manipulation,windows,T1557.003,high
1840,Potential Keylogger Activity,windows,T1056.001,medium
1841,Potential Lateral Movement via Windows Remote Shell,windows,T1021.006,medium
1842,Potential LethalHTA Technique Execution,windows,T1218.005,high
1843,Potential Libvlc.DLL Sideloading,windows,T1574.001,medium
1844,Potential LSASS Process Dump Via Procdump,windows,"T1036, T1003.001",high
1845,Potential Malicious AppX Package Installation Attempts,windows,,medium
1846,Potential Manage-bde.wsf Abuse To Proxy Execution,windows,T1216,high
1847,Potential Memory Dumping Activity Via LiveKD,windows,,medium
1848,Potential Meterpreter/CobaltStrike Activity,windows,"T1134.001, T1134.002",high
1849,Potential Mfdetours.DLL Sideloading,windows,T1574.001,medium
1850,Potential Mftrace.EXE Abuse,windows,T1127,medium
1851,Potential Mpclient.DLL Sideloading,windows,T1574.001,high
1852,Potential Mpclient.DLL Sideloading Via Defender Binaries,windows,T1574.001,high
1853,Potential Mpclient.DLL Sideloading Via OfflineScannerShell.EXE Execution,windows,T1218,medium
1854,Potential MsiExec Masquerading,windows,T1036.005,high
1855,Potential MSTSC Shadowing Activity,windows,T1563.002,high
1856,Potential Network Sniffing Activity Using Network Tools,windows,T1040,medium
1857,Potential NTLM Coercion Via Certutil.EXE,windows,T1218,high
1858,Potential Obfuscated Ordinal Call Via Rundll32,windows,T1027.010,medium
1859,Potential Packet Capture Activity Via Start-NetEventSession - ScriptBlock,windows,T1040,medium
1860,Potential Password Spraying Attempt Using Dsacls.EXE,windows,T1218,medium
1861,Potential PendingFileRenameOperations Tampering,windows,T1036.003,medium
1862,Potential Persistence Attempt Via ErrorHandler.Cmd,windows,,medium
1863,Potential Persistence Attempt Via Existing Service Tampering,windows,"T1543.003, T1574.011",medium
1864,Potential Persistence Attempt Via Run Keys Using Reg.EXE,windows,T1547.001,medium
1865,Potential Persistence Using DebugPath,windows,T1546.015,medium
1866,Potential Persistence Via App Paths Default Property,windows,T1546.012,high
1867,Potential Persistence Via AppCompat RegisterAppRestart Layer,windows,T1546.011,medium
1868,Potential Persistence Via AutodialDLL,windows,,high
1869,Potential Persistence Via CHM Helper DLL,windows,,high
1870,Potential Persistence Via Custom Protocol Handler,windows,T1112,medium
1871,Potential Persistence Via Disk Cleanup Handler - Registry,windows,,medium
1872,Potential Persistence Via DLLPathOverride,windows,,high
1873,Potential Persistence Via Event Viewer Events.asp,windows,T1112,medium
1874,Potential Persistence Via Excel Add-in - Registry,windows,T1137.006,high
1875,Potential Persistence Via GlobalFlags,windows,T1546.012,high
1876,Potential Persistence Via Logon Scripts - CommandLine,windows,T1037.001,high
1877,Potential Persistence Via Logon Scripts - Registry,windows,T1037.001,medium
1878,Potential Persistence Via LSA Extensions,windows,,high
1879,Potential Persistence Via Microsoft Compatibility Appraiser,windows,T1053.005,medium
1880,Potential Persistence Via Microsoft Office Add-In,windows,T1137.006,high
1881,Potential Persistence Via Microsoft Office Startup Folder,windows,T1137,high
1882,Potential Persistence Via Mpnotify,windows,,high
1883,Potential Persistence Via MyComputer Registry Keys,windows,,high
1884,Potential Persistence Via Netsh Helper DLL,windows,T1546.007,medium
1885,Potential Persistence Via Netsh Helper DLL - Registry,windows,T1546.007,medium
1886,Potential Persistence Via New AMSI Providers - Registry,windows,,medium
1887,Potential Persistence Via Notepad++ Plugins,windows,,medium
1888,Potential Persistence Via Outlook Form,windows,T1137.003,high
1889,Potential Persistence Via Outlook Home Page,windows,T1112,high
1890,Potential Persistence Via Outlook LoadMacroProviderOnBoot Setting,windows,"T1137, T1008, T1546",high
1891,Potential Persistence Via Outlook Today Page,windows,T1112,high
1892,Potential Persistence Via Powershell Search Order Hijacking - Task,windows,"T1053.005, T1059.001",high
1893,Potential Persistence Via PowerShell User Profile Using Add-Content,windows,T1546.013,medium
1894,Potential Persistence Via Scrobj.dll COM Hijacking,windows,T1546.015,medium
1895,Potential Persistence Via Security Descriptors - ScriptBlock,windows,,high
1896,Potential Persistence Via Shim Database In Uncommon Location,windows,T1546.011,high
1897,Potential Persistence Via Shim Database Modification,windows,T1546.011,medium
1898,Potential Persistence Via TypedPaths,windows,,high
1899,Potential Persistence Via Visual Studio Tools for Office,windows,T1137.006,medium
1900,Potential Persistence Via VMwareToolBoxCmd.EXE VM State Change Script,windows,T1059,medium
1901,Potential PowerShell Command Line Obfuscation,windows,"T1027, T1059.001",high
1902,Potential PowerShell Console History Access Attempt via History File,windows,T1552.001,medium
1903,Potential PowerShell Downgrade Attack,windows,T1059.001,medium
1904,Potential PowerShell Execution Policy Tampering,windows,,medium
1905,Potential PowerShell Execution Policy Tampering - ProcCreation,windows,,high
1906,Potential PowerShell Execution Via DLL,windows,T1218.011,high
1907,Potential PowerShell Obfuscation Using Alias Cmdlets,windows,"T1027, T1059.001",low
1908,Potential PowerShell Obfuscation Using Character Join,windows,"T1027, T1059.001",low
1909,Potential PowerShell Obfuscation Via Reversed Commands,windows,"T1027, T1059.001",high
1910,Potential PowerShell Obfuscation Via WCHAR/CHAR,windows,"T1059.001, T1027",high
1911,Potential Powershell ReverseShell Connection,windows,T1059.001,high
1912,Potential Privilege Escalation Attempt Via .Exe.Local Technique,windows,,high
1913,Potential Privilege Escalation To LOCAL SYSTEM,windows,T1587.001,high
1914,Potential Privilege Escalation Using Symlink Between Osk and Cmd,windows,T1546.008,high
1915,Potential Privilege Escalation via Local Kerberos Relay over LDAP,windows,T1548,high
1916,Potential Privilege Escalation via Service Permissions Weakness,windows,T1574.011,high
1917,Potential Privileged System Service Operation - SeLoadDriverPrivilege,windows,T1685,medium
1918,Potential Process Execution Proxy Via CL_Invocation.ps1,windows,T1216,medium
1919,Potential Process Hollowing Activity,windows,T1055.012,medium
1920,Potential Process Injection Via Msra.EXE,windows,T1055,high
1921,Potential Process Reconnaissance via Wmic.EXE,windows,"T1047, T1057",medium
1922,Potential Product Class Reconnaissance Via Wmic.EXE,windows,"T1047, T1082",medium
1923,Potential Product Reconnaissance Via Wmic.EXE,windows,T1047,medium
1924,Potential Provisioning Registry Key Abuse For Binary Proxy Execution,windows,T1218,high
1925,Potential Provisioning Registry Key Abuse For Binary Proxy Execution - REG,windows,T1218,high
1926,Potential Provlaunch.EXE Binary Proxy Execution Abuse,windows,T1218,medium
1927,Potential PsExec Remote Execution,windows,T1587.001,high
1928,Potential PSFactoryBuffer COM Hijacking,windows,T1546.015,high
1929,Potential Python DLL SideLoading,windows,T1574.001,medium
1930,Potential Qakbot Registry Activity,windows,T1112,high
1931,Potential Ransomware Activity Using LegalNotice Message,windows,T1491.001,high
1932,Potential Ransomware or Unauthorized MBR Tampering Via Bcdedit.EXE,windows,"T1070, T1542.003",medium
1933,Potential Rcdll.DLL Sideloading,windows,T1574.001,high
1934,Potential RDP Session Hijacking Activity,windows,,medium
1935,Potential RDP Tunneling Via Plink,windows,T1572,high
1936,Potential RDP Tunneling Via SSH,windows,T1572,high
1937,Potential Recon Activity Using DriverQuery.EXE,windows,,high
1938,Potential Recon Activity Via Nltest.EXE,windows,"T1016, T1482",medium
1939,Potential Reconnaissance Activity Via GatherNetworkInfo.VBS,windows,"T1615, T1059.005",medium
1940,Potential Reconnaissance For Cached Credentials Via Cmdkey.EXE,windows,T1003.005,high
1941,Potential ReflectDebugger Content Execution Via WerFault.EXE,windows,T1036,medium
1942,Potential Register_App.Vbs LOLScript Abuse,windows,T1218,medium
1943,Potential Registry Persistence Attempt Via DbgManagedDebugger,windows,T1574,medium
1944,Potential Registry Persistence Attempt Via Windows Telemetry,windows,T1053.005,high
1945,Potential Regsvr32 Commandline Flag Anomaly,windows,T1218.010,medium
1946,Potential Remote Desktop Connection to Non-Domain Host,windows,T1219.002,medium
1947,Potential Remote Desktop Tunneling,windows,T1021,medium
1948,Potential Remote PowerShell Session Initiated,windows,"T1059.001, T1021.006",high
1949,Potential Remote SquiblyTwo Technique Execution,windows,"T1047, T1220, T1059.005, T1059.007",high
1950,Potential RemoteFXvGPUDisablement.EXE Abuse,windows,T1218,high
1951,Potential RemoteFXvGPUDisablement.EXE Abuse - PowerShell Module,windows,T1218,high
1952,Potential RemoteFXvGPUDisablement.EXE Abuse - PowerShell ScriptBlock,windows,T1218,high
1953,Potential Renamed Rundll32 Execution,windows,,high
1954,Potential RipZip Attack on Startup Folder,windows,T1547,high
1955,Potential RjvPlatform.DLL Sideloading From Default Location,windows,T1574.001,medium
1956,Potential RjvPlatform.DLL Sideloading From Non-Default Location,windows,T1574.001,high
1957,Potential RoboForm.DLL Sideloading,windows,T1574.001,medium
1958,Potential Rundll32 Execution With DLL Stored In ADS,windows,T1564.004,high
1959,Potential SAM Database Dump,windows,T1003.002,high
1960,Potential Script Proxy Execution Via CL_Mutexverifiers.ps1,windows,T1216,medium
1961,Potential Secure Deletion with SDelete,windows,"T1070.004, T1027.005, T1485, T1553.002",medium
1962,Potential SentinelOne Shell Context Menu Scan Command Tampering,windows,,medium
1963,Potential ShellDispatch.DLL Functionality Abuse,windows,,medium
1964,Potential ShellDispatch.DLL Sideloading,windows,T1574.001,medium
1965,Potential Shim Database Persistence via Sdbinst.EXE,windows,T1546.011,medium
1966,Potential Signing Bypass Via Windows Developer Features,windows,,high
1967,Potential Signing Bypass Via Windows Developer Features - Registry,windows,,high
1968,Potential SmadHook.DLL Sideloading,windows,T1574.001,high
1969,Potential SMB Relay Attack Tool Execution,windows,T1557.001,critical
1970,Potential SolidPDFCreator.DLL Sideloading,windows,T1574.001,medium
1971,Potential SPN Enumeration Via Setspn.EXE,windows,T1558.003,medium
1972,Potential SSH Tunnel Persistence Install Using A Scheduled Task,windows,T1053.005,high
1973,Potential Startup Shortcut Persistence Via PowerShell.EXE,windows,T1547.001,high
1974,Potential Suspicious Activity Using SeCEdit,windows,"T1685.001, T1547.001, T1505.005, T1556.002, T1685, T1574.007, T1564.002, T1546.008, T1546.007, T1547.014, T1547.010, T1547.002, T1557, T1082",medium
1975,Potential Suspicious Browser Launch From Document Reader Process,windows,T1204.002,medium
1976,Potential Suspicious PowerShell Keywords,windows,T1059.001,medium
1977,Potential Suspicious PowerShell Module File Created,windows,,medium
1978,Potential Suspicious Registry File Imported Via Reg.EXE,windows,T1112,medium
1979,Potential Suspicious Windows Feature Enabled,windows,,medium
1980,Potential Suspicious Windows Feature Enabled - ProcCreation,windows,,medium
1981,Potential Suspicious Winget Package Installation,windows,,high
1982,Potential SysInternals ProcDump Evasion,windows,"T1036, T1003.001",high
1983,Potential System DLL Sideloading From Non System Locations,windows,T1574.001,high
1984,Potential Tampering With RDP Related Registry Keys Via Reg.EXE,windows,"T1021.001, T1112",high
1985,Potential Tampering With Security Products Via WMIC,windows,T1685,high
1986,Potential UAC Bypass Via Sdclt.EXE,windows,T1548.002,medium
1987,Potential Unconstrained Delegation Discovery Via Get-ADComputer - ScriptBlock,windows,"T1018, T1558, T1589.002",medium
1988,Potential Unquoted Service Path Reconnaissance Via Wmic.EXE,windows,T1047,medium
1989,Potential Vcruntime140 DLL Sideloading,windows,T1574.001,high
1990,Potential Vivaldi_elf.DLL Sideloading,windows,T1574.001,medium
1991,Potential Waveedit.DLL Sideloading,windows,T1574.001,high
1992,Potential Wazuh Security Platform DLL Sideloading,windows,T1574.001,medium
1993,Potential Webshell Creation On Static Website,windows,T1505.003,medium
1994,Potential WerFault ReflectDebugger Registry Value Abuse,windows,T1036.003,high
1995,Potential WinAPI Calls Via CommandLine,windows,T1106,high
1996,Potential WinAPI Calls Via PowerShell Scripts,windows,"T1059.001, T1106, T1620",high
1997,Potential Windows Defender AV Bypass Via Dump64.EXE Rename,windows,T1003.001,high
1998,Potential Windows Defender Tampering Via Wmic.EXE,windows,"T1047, T1685",high
1999,Potential Winnti Dropper Activity,windows,T1027,high
2000,Potential WMI Lateral Movement WmiPrvSE Spawned PowerShell,windows,"T1047, T1059.001",medium
2001,Potential WWlib.DLL Sideloading,windows,T1574.001,medium
2002,Potentially Over Permissive Permissions Granted Using Dsacls.EXE,windows,T1218,medium
2003,Potentially Suspicious AccessMask Requested From LSASS,windows,T1003.001,medium
2004,Potentially Suspicious ASP.NET Compilation Via AspNetCompiler,windows,T1127,high
2005,Potentially Suspicious Cabinet File Expansion,windows,T1218,medium
2006,Potentially Suspicious Call To Win32_NTEventlogFile Class,windows,,high
2007,Potentially Suspicious Call To Win32_NTEventlogFile Class - PSScript,windows,,medium
2008,Potentially Suspicious Child Process Of ClickOnce Application,windows,,medium
2009,Potentially Suspicious Child Process Of DiskShadow.EXE,windows,T1218,medium
2010,Potentially Suspicious Child Process of KeyScrambler.exe,windows,"T1203, T1574.001",medium
2011,Potentially Suspicious Child Process Of Regsvr32,windows,T1218.010,high
